feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
d__denovo16981	groupcontrol	-0.148995	0.093160	-1.5993	1.13e-1	9.95e-1	0.1121	-0.2672	low	not_significant
d__denovo12938	groupcontrol	-0.065765	0.099438	-0.6614	5.10e-1	9.95e-1	0.1293	-0.2451	low	not_significant
d__denovo8445	groupcontrol	-0.000667	0.119414	-0.0056	9.96e-1	9.99e-1	0.2414	-0.0852	low	not_significant
d__denovo8444	groupcontrol	0.006123	0.137890	0.0444	9.65e-1	9.98e-1	0.1034	-0.2093	low	not_significant
d__denovo8442	groupcontrol	-0.106824	0.129012	-0.8280	4.09e-1	9.95e-1	0.1034	-0.2242	low	not_significant
d__denovo9460	groupcontrol	0.071845	0.110288	0.6514	5.16e-1	9.95e-1	0.1034	-0.2611	low	not_significant
d__denovo8449	groupcontrol	-0.006557	0.123721	-0.0530	9.58e-1	9.97e-1	0.1379	-0.1949	low	not_significant
d__denovo29159	groupcontrol	-0.021967	0.079711	-0.2756	7.83e-1	9.95e-1	0.1034	-0.3035	low	not_significant
d__denovo24302	groupcontrol	-0.179571	0.079559	-2.2571	2.59e-2	9.95e-1	0.1034	-0.2952	low	not_significant
d__denovo1476	groupcontrol	-0.136700	0.265296	-0.5153	6.07e-1	9.95e-1	0.4483	0.6611	medium	not_significant
d__denovo4979	groupcontrol	-0.095505	0.156948	-0.6085	5.44e-1	9.95e-1	0.2155	-0.0206	low	not_significant
d__denovo20530	groupcontrol	0.044286	0.078728	0.5625	5.75e-1	9.95e-1	0.1121	-0.2874	low	not_significant
d__denovo10306	groupcontrol	0.062957	0.124266	0.5066	6.13e-1	9.95e-1	0.2931	-0.0504	medium	not_significant
d__denovo9314	groupcontrol	-0.266646	0.112887	-2.3621	1.99e-2	9.95e-1	0.1121	-0.2440	low	not_significant
d__denovo9316	groupcontrol	0.050739	0.125957	0.4028	6.88e-1	9.95e-1	0.1552	-0.1759	low	not_significant
d__denovo9311	groupcontrol	-0.041288	0.115593	-0.3572	7.22e-1	9.95e-1	0.2155	-0.1240	low	not_significant
d__denovo10303	groupcontrol	0.000321	0.118118	0.0027	9.98e-1	9.99e-1	0.1379	-0.2077	low	not_significant
d__denovo15204	groupcontrol	0.084841	0.108813	0.7797	4.37e-1	9.95e-1	0.1034	-0.2674	low	not_significant
d__denovo15207	groupcontrol	0.136980	0.093813	1.4601	1.47e-1	9.95e-1	0.1034	-0.2811	low	not_significant
d__denovo15201	groupcontrol	-0.014511	0.096345	-0.1506	8.81e-1	9.95e-1	0.1034	-0.2813	low	not_significant
d__denovo15202	groupcontrol	-0.166380	0.096770	-1.7193	8.83e-2	9.95e-1	0.1983	-0.1905	low	not_significant
d__denovo15208	groupcontrol	-0.064884	0.097709	-0.6640	5.08e-1	9.95e-1	0.1207	-0.2499	low	not_significant
d__denovo15209	groupcontrol	-0.182424	0.098616	-1.8498	6.69e-2	9.95e-1	0.1897	-0.1927	low	not_significant
d__denovo14683	groupcontrol	0.039976	0.085809	0.4659	6.42e-1	9.95e-1	0.1466	-0.2634	low	not_significant
d__denovo13650	groupcontrol	0.139299	0.099723	1.3969	1.65e-1	9.95e-1	0.1810	-0.1868	low	not_significant
d__denovo4009	groupcontrol	-0.218017	0.165528	-1.3171	1.90e-1	9.95e-1	0.1466	-0.0861	low	not_significant
d__denovo4008	groupcontrol	-0.004522	0.189991	-0.0238	9.81e-1	9.98e-1	0.2759	0.0867	medium	not_significant
d__denovo4003	groupcontrol	0.027163	0.169716	0.1600	8.73e-1	9.95e-1	0.3793	0.2114	medium	not_significant
d__denovo4002	groupcontrol	0.090030	0.177321	0.5077	6.13e-1	9.95e-1	0.1207	-0.1187	low	not_significant
d__denovo4001	groupcontrol	-0.317126	0.174142	-1.8211	7.12e-2	9.95e-1	0.2155	-0.0010	low	not_significant
d__denovo4000	groupcontrol	-0.190527	0.165364	-1.1522	2.52e-1	9.95e-1	0.1552	-0.1129	low	not_significant
d__denovo4007	groupcontrol	0.129912	0.173542	0.7486	4.56e-1	9.95e-1	0.3103	0.1445	medium	not_significant
d__denovo4006	groupcontrol	-0.064813	0.174123	-0.3722	7.10e-1	9.95e-1	0.2155	0.0169	low	not_significant
d__denovo4005	groupcontrol	-0.232952	0.174898	-1.3319	1.86e-1	9.95e-1	0.3017	0.1428	medium	not_significant
d__denovo4004	groupcontrol	0.088134	0.171200	0.5148	6.08e-1	9.95e-1	0.4397	0.3262	medium	not_significant
d__denovo18249	groupcontrol	0.017491	0.069162	0.2529	8.01e-1	9.95e-1	0.1293	-0.2780	low	not_significant
d__denovo14553	groupcontrol	-0.131003	0.098026	-1.3364	1.84e-1	9.95e-1	0.1121	-0.2513	low	not_significant
d__denovo14557	groupcontrol	0.062910	0.093704	0.6714	5.03e-1	9.95e-1	0.1724	-0.2218	low	not_significant
d__denovo14556	groupcontrol	0.160971	0.107474	1.4978	1.37e-1	9.95e-1	0.1207	-0.2388	low	not_significant
d__denovo14554	groupcontrol	-0.090541	0.100424	-0.9016	3.69e-1	9.95e-1	0.1724	-0.2138	low	not_significant
d__denovo12890	groupcontrol	0.031571	0.108162	0.2919	7.71e-1	9.95e-1	0.1379	-0.2104	low	not_significant
d__denovo12894	groupcontrol	-0.220523	0.100449	-2.1954	3.02e-2	9.95e-1	0.1034	-0.2558	low	not_significant
d__denovo26891	groupcontrol	0.034125	0.081794	0.4172	6.77e-1	9.95e-1	0.1121	-0.2940	low	not_significant
d__denovo15488	groupcontrol	-0.025279	0.103270	-0.2448	8.07e-1	9.95e-1	0.1724	-0.1940	low	not_significant
d__denovo5228	groupcontrol	-0.116186	0.164238	-0.7074	4.81e-1	9.95e-1	0.1724	-0.0725	low	not_significant
d__denovo17118	groupcontrol	-0.078224	0.086404	-0.9053	3.67e-1	9.95e-1	0.1379	-0.2407	low	not_significant
d__denovo66	groupcontrol	0.056097	0.595669	0.0942	9.25e-1	9.95e-1	0.5259	2.1994	high	not_significant
d__denovo17112	groupcontrol	-0.089521	0.092867	-0.9640	3.37e-1	9.95e-1	0.1379	-0.2480	low	not_significant
d__denovo17113	groupcontrol	-0.043261	0.092489	-0.4677	6.41e-1	9.95e-1	0.1034	-0.2841	low	not_significant
d__denovo17115	groupcontrol	-0.060155	0.084411	-0.7126	4.78e-1	9.95e-1	0.1207	-0.2572	low	not_significant
d__denovo10971	groupcontrol	-0.004570	0.112079	-0.0408	9.68e-1	9.98e-1	0.2414	-0.1084	low	not_significant
d__denovo3851	groupcontrol	-0.022925	0.183419	-0.1250	9.01e-1	9.95e-1	0.3103	0.1710	medium	not_significant
d__denovo3852	groupcontrol	-0.187792	0.181048	-1.0372	3.02e-1	9.95e-1	0.1810	-0.0496	low	not_significant
d__denovo3854	groupcontrol	0.167425	0.178898	0.9359	3.51e-1	9.95e-1	0.3534	0.2173	medium	not_significant
d__denovo1981	groupcontrol	-0.071746	0.223530	-0.3210	7.49e-1	9.95e-1	0.5517	0.7267	high	not_significant
d__denovo1980	groupcontrol	0.118241	0.228163	0.5182	6.05e-1	9.95e-1	0.1207	-0.0269	low	not_significant
d__denovo1985	groupcontrol	0.275183	0.226651	1.2141	2.27e-1	9.95e-1	0.2672	0.1617	medium	not_significant
d__denovo1984	groupcontrol	-0.133270	0.179481	-0.7425	4.59e-1	9.95e-1	0.1638	-0.1037	low	not_significant
d__denovo1989	groupcontrol	0.161291	0.215350	0.7490	4.55e-1	9.95e-1	0.3534	0.3181	medium	not_significant
d__denovo15985	groupcontrol	0.123273	0.097579	1.2633	2.09e-1	9.95e-1	0.1293	-0.2425	low	not_significant
d__denovo15981	groupcontrol	0.111307	0.099202	1.1220	2.64e-1	9.95e-1	0.1207	-0.2378	low	not_significant
d__denovo15980	groupcontrol	-0.119637	0.092565	-1.2925	1.99e-1	9.95e-1	0.1293	-0.2442	low	not_significant
d__denovo16792	groupcontrol	-0.014499	0.089836	-0.1614	8.72e-1	9.95e-1	0.1121	-0.2655	low	not_significant
d__denovo6511	groupcontrol	0.173872	0.155015	1.1216	2.64e-1	9.95e-1	0.2414	-0.0227	low	not_significant
d__denovo6510	groupcontrol	0.181542	0.140526	1.2919	1.99e-1	9.95e-1	0.2155	-0.0462	low	not_significant
d__denovo6515	groupcontrol	-0.147341	0.141586	-1.0406	3.00e-1	9.95e-1	0.2931	0.0599	medium	not_significant
d__denovo5358	groupcontrol	-0.097189	0.145960	-0.6659	5.07e-1	9.95e-1	0.2500	-0.0364	medium	not_significant
d__denovo17665	groupcontrol	-0.044550	0.092995	-0.4791	6.33e-1	9.95e-1	0.1724	-0.2189	low	not_significant
d__denovo4858	groupcontrol	0.124991	0.159801	0.7822	4.36e-1	9.95e-1	0.2672	0.0502	medium	not_significant
d__denovo4852	groupcontrol	-0.242774	0.165220	-1.4694	1.44e-1	9.95e-1	0.1552	-0.0832	low	not_significant
d__denovo4853	groupcontrol	-0.108627	0.170826	-0.6359	5.26e-1	9.95e-1	0.2155	-0.0139	low	not_significant
d__denovo4855	groupcontrol	0.173837	0.169336	1.0266	3.07e-1	9.95e-1	0.1724	-0.0741	low	not_significant
d__denovo4856	groupcontrol	-0.120345	0.162747	-0.7395	4.61e-1	9.95e-1	0.2328	0.0269	low	not_significant
d__denovo4857	groupcontrol	0.059813	0.153651	0.3893	6.98e-1	9.95e-1	0.1983	-0.0525	low	not_significant
d__denovo8169	groupcontrol	0.061099	0.129183	0.4730	6.37e-1	9.95e-1	0.2155	-0.0827	low	not_significant
d__denovo8164	groupcontrol	-0.160278	0.126126	-1.2708	2.06e-1	9.95e-1	0.1810	-0.1445	low	not_significant
d__denovo8165	groupcontrol	-0.081680	0.131522	-0.6210	5.36e-1	9.95e-1	0.1466	-0.1836	low	not_significant
d__denovo8166	groupcontrol	0.036487	0.131284	0.2779	7.82e-1	9.95e-1	0.2328	-0.0915	low	not_significant
d__denovo8167	groupcontrol	0.002029	0.134036	0.0151	9.88e-1	9.99e-1	0.1810	-0.1270	low	not_significant
d__denovo8161	groupcontrol	0.115438	0.123758	0.9328	3.53e-1	9.95e-1	0.3017	-0.0159	medium	not_significant
d__denovo8162	groupcontrol	0.026688	0.125189	0.2132	8.32e-1	9.95e-1	0.2241	-0.0880	low	not_significant
d__denovo8163	groupcontrol	-0.074327	0.099162	-0.7496	4.55e-1	9.95e-1	0.1552	-0.2196	low	not_significant
d__denovo11222	groupcontrol	-0.032486	0.108899	-0.2983	7.66e-1	9.95e-1	0.1034	-0.2481	low	not_significant
d__denovo11227	groupcontrol	-0.201134	0.113349	-1.7745	7.87e-2	9.95e-1	0.1552	-0.1962	low	not_significant
d__denovo11225	groupcontrol	-0.155191	0.103065	-1.5058	1.35e-1	9.95e-1	0.2069	-0.1583	low	not_significant
d__denovo5728	groupcontrol	-0.014398	0.143486	-0.1003	9.20e-1	9.95e-1	0.2759	0.0297	medium	not_significant
d__denovo25204	groupcontrol	-0.134628	0.074036	-1.8184	7.16e-2	9.95e-1	0.1121	-0.2896	low	not_significant
d__denovo5725	groupcontrol	-0.005736	0.151771	-0.0378	9.70e-1	9.98e-1	0.3534	0.1103	medium	not_significant
d__denovo4527	groupcontrol	0.136338	0.170941	0.7976	4.27e-1	9.95e-1	0.2845	0.0520	medium	not_significant
d__denovo2868	groupcontrol	-0.000535	0.193689	-0.0028	9.98e-1	9.99e-1	0.2759	0.1307	medium	not_significant
d__denovo3073	groupcontrol	-0.063451	0.184011	-0.3448	7.31e-1	9.95e-1	0.5259	0.4917	high	not_significant
d__denovo3071	groupcontrol	0.048921	0.203019	0.2410	8.10e-1	9.95e-1	0.3276	0.2606	medium	not_significant
d__denovo3070	groupcontrol	-0.079795	0.188850	-0.4225	6.73e-1	9.95e-1	0.4397	0.3256	medium	not_significant
d__denovo3077	groupcontrol	-0.115273	0.190638	-0.6047	5.47e-1	9.95e-1	0.1897	0.0050	low	not_significant
d__denovo3075	groupcontrol	-0.176846	0.205034	-0.8625	3.90e-1	9.95e-1	0.4052	0.3638	medium	not_significant
d__denovo3074	groupcontrol	0.165803	0.207154	0.8004	4.25e-1	9.95e-1	0.2931	0.2132	medium	not_significant
d__denovo3079	groupcontrol	0.198627	0.206178	0.9634	3.37e-1	9.95e-1	0.3362	0.3013	medium	not_significant
d__denovo12247	groupcontrol	-0.006111	0.098923	-0.0618	9.51e-1	9.97e-1	0.2241	-0.1343	low	not_significant
d__denovo175	groupcontrol	0.506367	0.397367	1.2743	2.05e-1	9.95e-1	0.8448	3.4419	very_high	not_significant
d__denovo12246	groupcontrol	0.054796	0.109261	0.5015	6.17e-1	9.95e-1	0.1466	-0.2146	low	not_significant
d__denovo12129	groupcontrol	0.082287	0.100070	0.8223	4.13e-1	9.95e-1	0.1897	-0.1844	low	not_significant
d__denovo12241	groupcontrol	-0.097251	0.105116	-0.9252	3.57e-1	9.95e-1	0.1638	-0.1945	low	not_significant
d__denovo7099	groupcontrol	-0.182353	0.129819	-1.4047	1.63e-1	9.95e-1	0.2241	-0.0730	low	not_significant
d__denovo10399	groupcontrol	-0.236433	0.113087	-2.0907	3.88e-2	9.95e-1	0.1121	-0.2434	low	not_significant
d__denovo2080	groupcontrol	0.225308	0.226809	0.9934	3.23e-1	9.95e-1	0.4741	0.5203	medium	not_significant
d__denovo10391	groupcontrol	0.016815	0.119091	0.1412	8.88e-1	9.95e-1	0.1293	-0.2136	low	not_significant
d__denovo10390	groupcontrol	0.020009	0.113340	0.1765	8.60e-1	9.95e-1	0.1121	-0.2398	low	not_significant
d__denovo65	groupcontrol	0.258494	0.487829	0.5299	5.97e-1	9.95e-1	0.9052	4.4686	very_high	not_significant
d__denovo18250	groupcontrol	0.082556	0.092040	0.8970	3.72e-1	9.95e-1	0.1379	-0.2378	low	not_significant
d__denovo675	groupcontrol	-0.026141	0.324565	-0.0805	9.36e-1	9.97e-1	0.5000	1.0025	high	not_significant
d__denovo674	groupcontrol	0.336364	0.327793	1.0261	3.07e-1	9.95e-1	0.6810	1.7000	high	not_significant
d__denovo677	groupcontrol	0.098643	0.352762	0.2796	7.80e-1	9.95e-1	0.5086	1.2300	high	not_significant
d__denovo676	groupcontrol	-0.427887	0.324203	-1.3198	1.90e-1	9.95e-1	0.4310	0.8069	medium	not_significant
d__denovo671	groupcontrol	-0.486419	0.240559	-2.0220	4.55e-2	9.95e-1	0.9052	2.2031	very_high	not_significant
d__denovo670	groupcontrol	0.227624	0.305646	0.7447	4.58e-1	9.95e-1	0.4310	0.7022	medium	not_significant
d__denovo672	groupcontrol	0.210208	0.315399	0.6665	5.06e-1	9.95e-1	0.3362	0.5633	medium	not_significant
d__denovo679	groupcontrol	-0.406974	0.280208	-1.4524	1.49e-1	9.95e-1	0.1207	0.0719	low	not_significant
d__denovo678	groupcontrol	0.573738	0.320289	1.7913	7.59e-2	9.95e-1	0.6293	1.5783	high	not_significant
d__denovo12615	groupcontrol	0.067735	0.117417	0.5769	5.65e-1	9.95e-1	0.1466	-0.2051	low	not_significant
d__denovo15048	groupcontrol	0.037177	0.100035	0.3716	7.11e-1	9.95e-1	0.1034	-0.2622	low	not_significant
d__denovo15049	groupcontrol	0.160698	0.095979	1.6743	9.68e-2	9.95e-1	0.1121	-0.2658	low	not_significant
d__denovo14358	groupcontrol	-0.051492	0.105566	-0.4878	6.27e-1	9.95e-1	0.1207	-0.2373	low	not_significant
d__denovo15044	groupcontrol	-0.004714	0.106792	-0.0441	9.65e-1	9.98e-1	0.1034	-0.2562	low	not_significant
d__denovo15045	groupcontrol	0.023577	0.103729	0.2273	8.21e-1	9.95e-1	0.1379	-0.2423	low	not_significant
d__denovo19108	groupcontrol	-0.096332	0.086707	-1.1110	2.69e-1	9.95e-1	0.1379	-0.2524	low	not_significant
d__denovo14351	groupcontrol	-0.212943	0.098513	-2.1616	3.27e-2	9.95e-1	0.1207	-0.2541	low	not_significant
d__denovo7374	groupcontrol	-0.026052	0.127494	-0.2043	8.38e-1	9.95e-1	0.1034	-0.2123	low	not_significant
d__denovo19100	groupcontrol	-0.023238	0.078315	-0.2967	7.67e-1	9.95e-1	0.1121	-0.2918	low	not_significant
d__denovo19106	groupcontrol	0.123823	0.086346	1.4340	1.54e-1	9.95e-1	0.1034	-0.2896	low	not_significant
d__denovo14896	groupcontrol	-0.000166	0.099275	-0.0017	9.99e-1	9.99e-1	0.1121	-0.2590	low	not_significant
d__denovo14897	groupcontrol	0.048664	0.096240	0.5057	6.14e-1	9.95e-1	0.1121	-0.2597	low	not_significant
d__denovo9481	groupcontrol	0.150262	0.113779	1.3207	1.89e-1	9.95e-1	0.2241	-0.0993	low	not_significant
d__denovo21971	groupcontrol	0.065434	0.091218	0.7173	4.75e-1	9.95e-1	0.1034	-0.2881	low	not_significant
d__denovo21973	groupcontrol	-0.023953	0.079786	-0.3002	7.65e-1	9.95e-1	0.1293	-0.2780	low	not_significant
d__denovo21972	groupcontrol	0.080082	0.080309	0.9972	3.21e-1	9.95e-1	0.1121	-0.2786	low	not_significant
d__denovo14798	groupcontrol	0.114658	0.099472	1.1527	2.51e-1	9.95e-1	0.1293	-0.2356	low	not_significant
d__denovo14792	groupcontrol	-0.045411	0.105777	-0.4293	6.69e-1	9.95e-1	0.1034	-0.2669	low	not_significant
d__denovo12214	groupcontrol	-0.089725	0.089638	-1.0010	3.19e-1	9.95e-1	0.1034	-0.2874	low	not_significant
d__denovo8446	groupcontrol	-0.051261	0.126568	-0.4050	6.86e-1	9.95e-1	0.1207	-0.1979	low	not_significant
d__denovo11755	groupcontrol	0.081786	0.116055	0.7047	4.82e-1	9.95e-1	0.1121	-0.2364	low	not_significant
d__denovo11550	groupcontrol	-0.058710	0.102203	-0.5744	5.67e-1	9.95e-1	0.2069	-0.1620	low	not_significant
d__denovo11551	groupcontrol	0.012103	0.115432	0.1048	9.17e-1	9.95e-1	0.1810	-0.1679	low	not_significant
d__denovo13071	groupcontrol	0.059902	0.106553	0.5622	5.75e-1	9.95e-1	0.1724	-0.1880	low	not_significant
d__denovo13070	groupcontrol	-0.033201	0.104987	-0.3162	7.52e-1	9.95e-1	0.1724	-0.1890	low	not_significant
d__denovo13077	groupcontrol	-0.070330	0.095396	-0.7372	4.62e-1	9.95e-1	0.1034	-0.2830	low	not_significant
d__denovo19011	groupcontrol	-0.019018	0.091640	-0.2075	8.36e-1	9.95e-1	0.1379	-0.2480	low	not_significant
d__denovo19010	groupcontrol	-0.099683	0.092836	-1.0738	2.85e-1	9.95e-1	0.1293	-0.2546	low	not_significant
d__denovo19012	groupcontrol	0.224034	0.087896	2.5489	1.21e-2	9.95e-1	0.1034	-0.2784	low	not_significant
d__denovo12302	groupcontrol	-0.043314	0.111384	-0.3889	6.98e-1	9.95e-1	0.1983	-0.1478	low	not_significant
d__denovo12305	groupcontrol	0.079653	0.107916	0.7381	4.62e-1	9.95e-1	0.1207	-0.2378	low	not_significant
d__denovo12306	groupcontrol	-0.090821	0.108164	-0.8397	4.03e-1	9.95e-1	0.1466	-0.2069	low	not_significant
d__denovo12308	groupcontrol	0.143524	0.113195	1.2679	2.07e-1	9.95e-1	0.1466	-0.2108	low	not_significant
d__denovo12309	groupcontrol	0.051796	0.124639	0.4156	6.79e-1	9.95e-1	0.1207	-0.2178	low	not_significant
d__denovo15931	groupcontrol	-0.057354	0.098124	-0.5845	5.60e-1	9.95e-1	0.1724	-0.2086	low	not_significant
d__denovo4714	groupcontrol	0.098735	0.161951	0.6097	5.43e-1	9.95e-1	0.3276	0.1169	medium	not_significant
d__denovo22403	groupcontrol	-0.024264	0.082168	-0.2953	7.68e-1	9.95e-1	0.1034	-0.2925	low	not_significant
d__denovo22407	groupcontrol	-0.074362	0.084200	-0.8832	3.79e-1	9.95e-1	0.1034	-0.2918	low	not_significant
d__denovo22408	groupcontrol	0.084256	0.079136	1.0647	2.89e-1	9.95e-1	0.1034	-0.2903	low	not_significant
d__denovo4249	groupcontrol	0.188467	0.176551	1.0675	2.88e-1	9.95e-1	0.2931	0.1397	medium	not_significant
d__denovo20319	groupcontrol	-0.201048	0.082270	-2.4437	1.61e-2	9.95e-1	0.1379	-0.2583	low	not_significant
d__denovo20312	groupcontrol	-0.025861	0.084298	-0.3068	7.60e-1	9.95e-1	0.1121	-0.2792	low	not_significant
d__denovo20311	groupcontrol	-0.059402	0.079333	-0.7488	4.56e-1	9.95e-1	0.1207	-0.2678	low	not_significant
d__denovo20314	groupcontrol	0.038100	0.087399	0.4359	6.64e-1	9.95e-1	0.1552	-0.2379	low	not_significant
d__denovo20315	groupcontrol	-0.146267	0.083065	-1.7609	8.09e-2	9.95e-1	0.1034	-0.2820	low	not_significant
d__denovo18658	groupcontrol	-0.034223	0.086813	-0.3942	6.94e-1	9.95e-1	0.1379	-0.2597	low	not_significant
d__denovo24300	groupcontrol	0.073271	0.077263	0.9483	3.45e-1	9.95e-1	0.1207	-0.2830	low	not_significant
d__denovo18655	groupcontrol	0.053974	0.098583	0.5475	5.85e-1	9.95e-1	0.1034	-0.2706	low	not_significant
d__denovo2510	groupcontrol	0.177583	0.217435	0.8167	4.16e-1	9.95e-1	0.4310	0.4493	medium	not_significant
d__denovo15824	groupcontrol	-0.020774	0.085447	-0.2431	8.08e-1	9.95e-1	0.1034	-0.2937	low	not_significant
d__denovo15825	groupcontrol	-0.209293	0.093105	-2.2479	2.65e-2	9.95e-1	0.1121	-0.2587	low	not_significant
d__denovo15826	groupcontrol	-0.035618	0.101105	-0.3523	7.25e-1	9.95e-1	0.1121	-0.2524	low	not_significant
d__denovo15821	groupcontrol	0.034468	0.090925	0.3791	7.05e-1	9.95e-1	0.1293	-0.2580	low	not_significant
d__denovo15829	groupcontrol	-0.127024	0.087771	-1.4472	1.51e-1	9.95e-1	0.1121	-0.2640	low	not_significant
d__denovo15834	groupcontrol	-0.094450	0.087413	-1.0805	2.82e-1	9.95e-1	0.1121	-0.2718	low	not_significant
d__denovo16553	groupcontrol	-0.096468	0.088771	-1.0867	2.79e-1	9.95e-1	0.1466	-0.2400	low	not_significant
d__denovo3995	groupcontrol	-0.326289	0.169651	-1.9233	5.69e-2	9.95e-1	0.2500	0.0204	medium	not_significant
d__denovo16557	groupcontrol	0.007330	0.103582	0.0708	9.44e-1	9.97e-1	0.1207	-0.2596	low	not_significant
d__denovo16556	groupcontrol	0.044464	0.090381	0.4920	6.24e-1	9.95e-1	0.1379	-0.2356	low	not_significant
d__denovo14783	groupcontrol	0.021155	0.105842	0.1999	8.42e-1	9.95e-1	0.1293	-0.2364	low	not_significant
d__denovo23464	groupcontrol	-0.024634	0.085116	-0.2894	7.73e-1	9.95e-1	0.1121	-0.2845	low	not_significant
d__denovo23466	groupcontrol	0.045313	0.087470	0.5180	6.05e-1	9.95e-1	0.1207	-0.2868	low	not_significant
d__denovo21191	groupcontrol	0.001681	0.087772	0.0192	9.85e-1	9.98e-1	0.1207	-0.2757	low	not_significant
d__denovo1257	groupcontrol	-0.274475	0.193396	-1.4192	1.59e-1	9.95e-1	0.1293	-0.1103	low	not_significant
d__denovo1253	groupcontrol	-0.140112	0.265466	-0.5278	5.99e-1	9.95e-1	0.6034	0.9961	high	not_significant
d__denovo1252	groupcontrol	-0.217120	0.253301	-0.8572	3.93e-1	9.95e-1	0.2155	0.1578	low	not_significant
d__denovo1258	groupcontrol	-0.278183	0.209165	-1.3300	1.86e-1	9.95e-1	0.1293	-0.0338	low	not_significant
d__denovo8762	groupcontrol	-0.095555	0.121655	-0.7855	4.34e-1	9.95e-1	0.1121	-0.2211	low	not_significant
d__denovo8765	groupcontrol	-0.081569	0.126562	-0.6445	5.21e-1	9.95e-1	0.1983	-0.1284	low	not_significant
d__denovo8769	groupcontrol	-0.196793	0.120790	-1.6292	1.06e-1	9.95e-1	0.1466	-0.1853	low	not_significant
d__denovo2501	groupcontrol	0.185091	0.206616	0.8958	3.72e-1	9.95e-1	0.5000	0.5548	high	not_significant
d__denovo2505	groupcontrol	-0.020696	0.220459	-0.0939	9.25e-1	9.95e-1	0.3276	0.2883	medium	not_significant
d__denovo2509	groupcontrol	-0.049547	0.214584	-0.2309	8.18e-1	9.95e-1	0.5086	0.6126	high	not_significant
d__denovo6612	groupcontrol	-0.254774	0.144796	-1.7595	8.12e-2	9.95e-1	0.2069	-0.0703	low	not_significant
d__denovo6617	groupcontrol	0.125312	0.152513	0.8216	4.13e-1	9.95e-1	0.2672	0.0268	medium	not_significant
d__denovo11020	groupcontrol	0.010615	0.136190	0.0779	9.38e-1	9.97e-1	0.1379	-0.1812	low	not_significant
