feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
d__denovo242	groupcontrol	0.188871	0.221936	0.8510	4.00e-1	9.46e-1	0.2326	-0.2129	low	not_significant
d__denovo447	groupcontrol	0.185519	0.149774	1.2387	2.23e-1	9.46e-1	0.1163	-0.3931	low	not_significant
d__denovo444	groupcontrol	0.068922	0.155015	0.4446	6.59e-1	9.77e-1	0.1860	-0.3361	low	not_significant
d__denovo288	groupcontrol	-0.168789	0.169952	-0.9932	3.26e-1	9.46e-1	0.2093	-0.2765	low	not_significant
d__denovo289	groupcontrol	-0.067939	0.189906	-0.3578	7.22e-1	9.77e-1	0.1628	-0.3039	low	not_significant
d__denovo282	groupcontrol	-0.235875	0.186884	-1.2621	2.14e-1	9.46e-1	0.1628	-0.3012	low	not_significant
d__denovo660	groupcontrol	-0.104108	0.106875	-0.9741	3.36e-1	9.46e-1	0.1163	-0.4246	low	not_significant
d__denovo188	groupcontrol	0.585920	0.243902	2.4023	2.09e-2	6.89e-1	0.1628	-0.2286	low	not_significant
d__denovo384	groupcontrol	0.158348	0.159665	0.9917	3.27e-1	9.46e-1	0.1163	-0.3707	low	not_significant
d__denovo387	groupcontrol	-0.140367	0.166522	-0.8429	4.04e-1	9.46e-1	0.1395	-0.3570	low	not_significant
d__denovo386	groupcontrol	0.016854	0.163911	0.1028	9.19e-1	9.99e-1	0.1163	-0.3747	low	not_significant
d__denovo381	groupcontrol	0.158348	0.167382	0.9460	3.50e-1	9.46e-1	0.1163	-0.3707	low	not_significant
d__denovo380	groupcontrol	0.095640	0.156063	0.6128	5.43e-1	9.53e-1	0.1860	-0.3225	low	not_significant
d__denovo383	groupcontrol	-0.180748	0.156304	-1.1564	2.54e-1	9.46e-1	0.1163	-0.3872	low	not_significant
d__denovo382	groupcontrol	0.301415	0.156258	1.9290	6.07e-2	8.66e-1	0.1395	-0.3498	low	not_significant
d__denovo388	groupcontrol	0.067816	0.172938	0.3921	6.97e-1	9.77e-1	0.1860	-0.3124	low	not_significant
d__denovo475	groupcontrol	-0.168781	0.139005	-1.2142	2.32e-1	9.46e-1	0.1163	-0.3931	low	not_significant
d__denovo474	groupcontrol	0.012332	0.159935	0.0771	9.39e-1	9.99e-1	0.1163	-0.3931	low	not_significant
d__denovo270	groupcontrol	-0.152695	0.184674	-0.8268	4.13e-1	9.46e-1	0.2326	-0.2279	low	not_significant
d__denovo273	groupcontrol	-0.162285	0.192378	-0.8436	4.04e-1	9.46e-1	0.1860	-0.2731	low	not_significant
d__denovo272	groupcontrol	0.243224	0.179775	1.3529	1.83e-1	9.46e-1	0.1860	-0.2749	low	not_significant
d__denovo274	groupcontrol	0.210974	0.180950	1.1659	2.50e-1	9.46e-1	0.1860	-0.2671	low	not_significant
d__denovo277	groupcontrol	-0.012156	0.191993	-0.0633	9.50e-1	9.99e-1	0.1395	-0.3197	low	not_significant
d__denovo276	groupcontrol	-0.084339	0.200634	-0.4204	6.76e-1	9.77e-1	0.1628	-0.2880	low	not_significant
d__denovo279	groupcontrol	-0.075236	0.178447	-0.4216	6.76e-1	9.77e-1	0.2093	-0.2566	low	not_significant
d__denovo497	groupcontrol	0.098017	0.123749	0.7921	4.33e-1	9.50e-1	0.1628	-0.3736	low	not_significant
d__denovo496	groupcontrol	0.023756	0.146291	0.1624	8.72e-1	9.85e-1	0.1395	-0.3872	low	not_significant
d__denovo129	groupcontrol	0.171154	0.290690	0.5888	5.59e-1	9.59e-1	0.4419	0.2151	medium	not_significant
d__denovo128	groupcontrol	-0.137263	0.275532	-0.4982	6.21e-1	9.77e-1	0.4884	0.2955	medium	not_significant
d__denovo120	groupcontrol	0.282137	0.317780	0.8878	3.80e-1	9.46e-1	0.3023	0.0815	medium	not_significant
d__denovo123	groupcontrol	-0.255831	0.299248	-0.8549	3.98e-1	9.46e-1	0.1395	-0.1945	low	not_significant
d__denovo124	groupcontrol	0.026966	0.287275	0.0939	9.26e-1	9.99e-1	0.3488	0.0593	medium	not_significant
d__denovo126	groupcontrol	0.265718	0.297060	0.8945	3.76e-1	9.46e-1	0.2791	0.0201	medium	not_significant
d__denovo397	groupcontrol	0.121237	0.158933	0.7628	4.50e-1	9.50e-1	0.1395	-0.3617	low	not_significant
d__denovo395	groupcontrol	0.324635	0.146653	2.2136	3.25e-2	6.89e-1	0.1628	-0.3379	low	not_significant
d__denovo390	groupcontrol	0.182970	0.165861	1.1031	2.76e-1	9.46e-1	0.1628	-0.3301	low	not_significant
d__denovo465	groupcontrol	-0.130811	0.136371	-0.9592	3.43e-1	9.46e-1	0.1628	-0.3617	low	not_significant
d__denovo462	groupcontrol	-0.028559	0.146603	-0.1948	8.47e-1	9.82e-1	0.1628	-0.3617	low	not_significant
d__denovo463	groupcontrol	-0.027287	0.153483	-0.1778	8.60e-1	9.82e-1	0.1163	-0.3890	low	not_significant
d__denovo262	groupcontrol	0.039279	0.201243	0.1952	8.46e-1	9.82e-1	0.2326	-0.2100	low	not_significant
d__denovo263	groupcontrol	-0.017706	0.207950	-0.0851	9.33e-1	9.99e-1	0.2326	-0.2272	low	not_significant
d__denovo260	groupcontrol	0.139862	0.213241	0.6559	5.16e-1	9.50e-1	0.1628	-0.2823	low	not_significant
d__denovo264	groupcontrol	0.023985	0.207056	0.1158	9.08e-1	9.99e-1	0.2326	-0.2178	low	not_significant
d__denovo269	groupcontrol	-0.286450	0.190317	-1.5051	1.40e-1	9.46e-1	0.1860	-0.2624	low	not_significant
d__denovo488	groupcontrol	0.099290	0.122380	0.8113	4.22e-1	9.46e-1	0.1163	-0.4009	low	not_significant
d__denovo482	groupcontrol	-0.042204	0.123281	-0.3423	7.34e-1	9.77e-1	0.1163	-0.4049	low	not_significant
d__denovo480	groupcontrol	-0.152758	0.138644	-1.1018	2.77e-1	9.46e-1	0.1163	-0.4009	low	not_significant
d__denovo487	groupcontrol	0.071300	0.128806	0.5535	5.83e-1	9.77e-1	0.1395	-0.3872	low	not_significant
d__denovo138	groupcontrol	0.056060	0.292671	0.1915	8.49e-1	9.82e-1	0.2093	-0.0821	low	not_significant
d__denovo640	groupcontrol	0.100395	0.111060	0.9040	3.71e-1	9.46e-1	0.1163	-0.4246	low	not_significant
d__denovo137	groupcontrol	0.073062	0.292667	0.2496	8.04e-1	9.82e-1	0.3256	0.0784	medium	not_significant
d__denovo135	groupcontrol	0.233753	0.252460	0.9259	3.60e-1	9.46e-1	0.5581	0.3502	high	not_significant
d__denovo40	groupcontrol	-0.579751	0.415099	-1.3967	1.70e-1	9.46e-1	0.6047	0.9642	high	not_significant
d__denovo43	groupcontrol	-0.720140	0.402437	-1.7894	8.09e-2	9.07e-1	0.5814	0.8553	high	not_significant
d__denovo44	groupcontrol	-0.895819	0.391676	-2.2871	2.74e-2	6.89e-1	0.3256	0.2382	medium	not_significant
d__denovo1	groupcontrol	-1.343483	0.822302	-1.6338	1.10e-1	9.07e-1	0.6047	2.3613	high	not_significant
d__denovo2	groupcontrol	-0.726163	0.587417	-1.2362	2.23e-1	9.46e-1	0.8837	3.3277	very_high	not_significant
d__denovo3	groupcontrol	-0.197349	0.648101	-0.3045	7.62e-1	9.77e-1	0.8140	2.7055	very_high	not_significant
d__denovo4	groupcontrol	0.597147	0.577980	1.0332	3.08e-1	9.46e-1	0.8605	2.4481	very_high	not_significant
d__denovo5	groupcontrol	-0.177366	0.577268	-0.3072	7.60e-1	9.77e-1	0.7907	2.7893	very_high	not_significant
d__denovo6	groupcontrol	0.961179	0.475658	2.0207	4.99e-2	8.01e-1	0.8837	2.5881	very_high	not_significant
d__denovo7	groupcontrol	0.091313	0.514750	0.1774	8.60e-1	9.82e-1	0.1163	-0.0193	low	not_significant
d__denovo8	groupcontrol	-0.666257	0.666178	-1.0001	3.23e-1	9.46e-1	0.6047	2.0421	high	not_significant
d__denovo9	groupcontrol	0.008812	0.638554	0.0138	9.89e-1	9.99e-1	0.5349	1.4330	high	not_significant
d__denovo257	groupcontrol	0.052352	0.201835	0.2594	7.97e-1	9.82e-1	0.1860	-0.2396	low	not_significant
d__denovo255	groupcontrol	0.153578	0.210986	0.7279	4.71e-1	9.50e-1	0.1163	-0.3451	low	not_significant
d__denovo254	groupcontrol	0.384782	0.219397	1.7538	8.69e-2	9.07e-1	0.1163	-0.3071	low	not_significant
d__denovo253	groupcontrol	-0.317942	0.195348	-1.6276	1.11e-1	9.07e-1	0.3023	-0.1472	medium	not_significant
d__denovo251	groupcontrol	0.306063	0.202401	1.5122	1.38e-1	9.46e-1	0.1860	-0.2671	low	not_significant
d__denovo250	groupcontrol	0.218171	0.221086	0.9868	3.30e-1	9.46e-1	0.1860	-0.2474	low	not_significant
d__denovo130	groupcontrol	0.204021	0.302315	0.6749	5.04e-1	9.50e-1	0.1395	-0.2008	low	not_significant
d__denovo131	groupcontrol	0.152924	0.266352	0.5741	5.69e-1	9.70e-1	0.1628	-0.2285	low	not_significant
d__denovo109	groupcontrol	0.431529	0.309081	1.3962	1.70e-1	9.46e-1	0.2326	-0.0456	low	not_significant
d__denovo108	groupcontrol	-0.555861	0.322894	-1.7215	9.27e-2	9.07e-1	0.3256	0.1538	medium	not_significant
d__denovo107	groupcontrol	0.422380	0.285250	1.4807	1.46e-1	9.46e-1	0.1163	-0.2599	low	not_significant
d__denovo106	groupcontrol	-0.084629	0.296035	-0.2859	7.76e-1	9.82e-1	0.1163	-0.2554	low	not_significant
d__denovo105	groupcontrol	0.238211	0.304422	0.7825	4.38e-1	9.50e-1	0.2326	-0.0463	low	not_significant
d__denovo104	groupcontrol	-0.133202	0.324823	-0.4101	6.84e-1	9.77e-1	0.3721	0.2075	medium	not_significant
d__denovo102	groupcontrol	-0.216860	0.325817	-0.6656	5.09e-1	9.50e-1	0.3953	0.2378	medium	not_significant
d__denovo101	groupcontrol	-0.472195	0.291529	-1.6197	1.13e-1	9.07e-1	0.1163	-0.2217	low	not_significant
d__denovo100	groupcontrol	0.303649	0.311845	0.9737	3.36e-1	9.46e-1	0.2791	-0.0307	medium	not_significant
d__denovo92	groupcontrol	-0.085743	0.358517	-0.2392	8.12e-1	9.82e-1	0.1860	-0.0538	low	not_significant
d__denovo93	groupcontrol	-0.427314	0.325597	-1.3124	1.97e-1	9.46e-1	0.3721	0.2074	medium	not_significant
d__denovo96	groupcontrol	0.126917	0.320231	0.3963	6.94e-1	9.77e-1	0.4186	0.2277	medium	not_significant
d__denovo97	groupcontrol	-0.140682	0.340572	-0.4131	6.82e-1	9.77e-1	0.2093	-0.0277	low	not_significant
d__denovo94	groupcontrol	0.169801	0.329007	0.5161	6.09e-1	9.77e-1	0.2558	-0.0243	medium	not_significant
d__denovo95	groupcontrol	-0.321991	0.316906	-1.0160	3.16e-1	9.46e-1	0.2326	-0.0268	low	not_significant
d__denovo98	groupcontrol	0.301311	0.302609	0.9957	3.25e-1	9.46e-1	0.2093	-0.1071	low	not_significant
d__denovo99	groupcontrol	0.433065	0.335360	1.2913	2.04e-1	9.46e-1	0.3023	0.0733	medium	not_significant
d__denovo79	groupcontrol	0.000080	0.355446	0.0002	1.00e0	1.00e0	0.3256	0.1564	medium	not_significant
d__denovo70	groupcontrol	-0.244977	0.364911	-0.6713	5.06e-1	9.50e-1	0.2093	-0.0351	low	not_significant
d__denovo71	groupcontrol	0.085221	0.355581	0.2397	8.12e-1	9.82e-1	0.5116	0.5534	high	not_significant
d__denovo73	groupcontrol	-0.240473	0.320012	-0.7514	4.57e-1	9.50e-1	0.5581	0.4778	high	not_significant
d__denovo74	groupcontrol	-0.551577	0.367110	-1.5025	1.41e-1	9.46e-1	0.2558	0.1257	medium	not_significant
d__denovo75	groupcontrol	0.466183	0.325988	1.4301	1.60e-1	9.46e-1	0.3023	0.0370	medium	not_significant
d__denovo76	groupcontrol	0.265715	0.322796	0.8232	4.15e-1	9.46e-1	0.1395	-0.1894	low	not_significant
d__denovo77	groupcontrol	0.195153	0.348506	0.5600	5.79e-1	9.77e-1	0.3721	0.1876	medium	not_significant
d__denovo443	groupcontrol	0.126007	0.152392	0.8269	4.13e-1	9.46e-1	0.1163	-0.3872	low	not_significant
d__denovo249	groupcontrol	0.080491	0.199740	0.4030	6.89e-1	9.77e-1	0.2093	-0.2252	low	not_significant
d__denovo240	groupcontrol	0.003135	0.221259	0.0142	9.89e-1	9.99e-1	0.2791	-0.1642	medium	not_significant
d__denovo241	groupcontrol	0.166201	0.195238	0.8513	4.00e-1	9.46e-1	0.1163	-0.3506	low	not_significant
d__denovo244	groupcontrol	0.331739	0.199560	1.6624	1.04e-1	9.07e-1	0.1628	-0.2659	low	not_significant
d__denovo245	groupcontrol	0.350691	0.207982	1.6862	9.94e-2	9.07e-1	0.1860	-0.2443	low	not_significant
d__denovo247	groupcontrol	0.093619	0.207618	0.4509	6.54e-1	9.77e-1	0.2093	-0.2308	low	not_significant
d__denovo110	groupcontrol	-0.222356	0.327761	-0.6784	5.01e-1	9.50e-1	0.2791	0.0458	medium	not_significant
d__denovo112	groupcontrol	-0.301832	0.325117	-0.9284	3.59e-1	9.46e-1	0.2791	0.0347	medium	not_significant
d__denovo113	groupcontrol	-0.250884	0.308367	-0.8136	4.21e-1	9.46e-1	0.3953	0.2061	medium	not_significant
d__denovo114	groupcontrol	-0.012353	0.312201	-0.0396	9.69e-1	9.99e-1	0.4186	0.2267	medium	not_significant
d__denovo115	groupcontrol	0.087158	0.340045	0.2563	7.99e-1	9.82e-1	0.2791	0.0182	medium	not_significant
d__denovo118	groupcontrol	0.112446	0.310797	0.3618	7.19e-1	9.77e-1	0.3721	0.1329	medium	not_significant
d__denovo119	groupcontrol	-0.039476	0.307868	-0.1282	8.99e-1	9.99e-1	0.1860	-0.1589	low	not_significant
d__denovo61	groupcontrol	-0.271009	0.384680	-0.7045	4.85e-1	9.50e-1	0.3721	0.2375	medium	not_significant
d__denovo84	groupcontrol	-0.455340	0.343954	-1.3238	1.93e-1	9.46e-1	0.2093	-0.0569	low	not_significant
d__denovo86	groupcontrol	-0.317497	0.285157	-1.1134	2.72e-1	9.46e-1	0.1163	-0.2819	low	not_significant
d__denovo81	groupcontrol	-0.308826	0.350772	-0.8804	3.84e-1	9.46e-1	0.1628	-0.0810	low	not_significant
d__denovo83	groupcontrol	-0.112157	0.303411	-0.3697	7.14e-1	9.77e-1	0.1628	-0.2092	low	not_significant
d__denovo82	groupcontrol	-0.256518	0.339281	-0.7561	4.54e-1	9.50e-1	0.1860	-0.0682	low	not_significant
d__denovo89	groupcontrol	0.395845	0.319467	1.2391	2.22e-1	9.46e-1	0.2558	0.0158	medium	not_significant
d__denovo88	groupcontrol	0.295517	0.310256	0.9525	3.46e-1	9.46e-1	0.1628	-0.1675	low	not_significant
d__denovo69	groupcontrol	-0.503855	0.401346	-1.2554	2.16e-1	9.46e-1	0.3023	0.2815	medium	not_significant
d__denovo68	groupcontrol	0.265379	0.372715	0.7120	4.80e-1	9.50e-1	0.1395	-0.0754	low	not_significant
d__denovo60	groupcontrol	-0.016636	0.352731	-0.0472	9.63e-1	9.99e-1	0.1628	-0.1169	low	not_significant
d__denovo66	groupcontrol	-0.424251	0.370440	-1.1453	2.59e-1	9.46e-1	0.4651	0.5256	medium	not_significant
d__denovo64	groupcontrol	-0.806999	0.369565	-2.1836	3.48e-2	6.89e-1	0.1860	0.0071	low	not_significant
d__denovo236	groupcontrol	0.002110	0.232041	0.0091	9.93e-1	9.99e-1	0.2326	-0.2010	low	not_significant
d__denovo231	groupcontrol	0.102169	0.204339	0.5000	6.20e-1	9.77e-1	0.2791	-0.1526	medium	not_significant
d__denovo230	groupcontrol	-0.007479	0.223123	-0.0335	9.73e-1	9.99e-1	0.1860	-0.2463	low	not_significant
d__denovo585	groupcontrol	0.123615	0.136307	0.9069	3.70e-1	9.46e-1	0.1163	-0.4128	low	not_significant
d__denovo343	groupcontrol	-0.095624	0.174806	-0.5470	5.87e-1	9.77e-1	0.1163	-0.3556	low	not_significant
d__denovo347	groupcontrol	0.051794	0.169675	0.3053	7.62e-1	9.77e-1	0.1860	-0.3045	low	not_significant
d__denovo346	groupcontrol	0.120047	0.159724	0.7516	4.57e-1	9.50e-1	0.1163	-0.3843	low	not_significant
d__denovo349	groupcontrol	-0.033168	0.149348	-0.2221	8.25e-1	9.82e-1	0.1163	-0.3708	low	not_significant
d__denovo165	groupcontrol	-0.108066	0.251913	-0.4290	6.70e-1	9.77e-1	0.3488	0.0118	medium	not_significant
d__denovo162	groupcontrol	-0.363008	0.250560	-1.4488	1.55e-1	9.46e-1	0.1395	-0.2483	low	not_significant
d__denovo169	groupcontrol	-0.469238	0.219322	-2.1395	3.84e-2	6.89e-1	0.2558	-0.1465	medium	not_significant
d__denovo168	groupcontrol	0.349495	0.260735	1.3404	1.87e-1	9.46e-1	0.1395	-0.2449	low	not_significant
d__denovo334	groupcontrol	0.046247	0.155290	0.2978	7.67e-1	9.79e-1	0.1163	-0.3597	low	not_significant
d__denovo239	groupcontrol	0.118859	0.184513	0.6442	5.23e-1	9.50e-1	0.1395	-0.3106	low	not_significant
d__denovo339	groupcontrol	0.071858	0.165206	0.4350	6.66e-1	9.77e-1	0.1628	-0.3223	low	not_significant
d__denovo232	groupcontrol	0.226317	0.215967	1.0479	3.01e-1	9.46e-1	0.2558	-0.1629	medium	not_significant
d__denovo58	groupcontrol	-0.153484	0.348991	-0.4398	6.62e-1	9.77e-1	0.2558	0.0108	medium	not_significant
d__denovo59	groupcontrol	0.248936	0.367648	0.6771	5.02e-1	9.50e-1	0.1395	-0.0832	low	not_significant
d__denovo54	groupcontrol	-0.670907	0.386828	-1.7344	9.04e-2	9.07e-1	0.4651	0.5509	medium	not_significant
d__denovo52	groupcontrol	0.128702	0.416914	0.3087	7.59e-1	9.77e-1	0.3488	0.3023	medium	not_significant
d__denovo53	groupcontrol	0.245836	0.400992	0.6131	5.43e-1	9.53e-1	0.3488	0.2494	medium	not_significant
d__denovo229	groupcontrol	-0.228664	0.214089	-1.0681	2.92e-1	9.46e-1	0.2093	-0.2049	low	not_significant
d__denovo226	groupcontrol	-0.018598	0.223881	-0.0831	9.34e-1	9.99e-1	0.2093	-0.1992	low	not_significant
d__denovo227	groupcontrol	-0.094494	0.222203	-0.4253	6.73e-1	9.77e-1	0.1860	-0.2178	low	not_significant
d__denovo225	groupcontrol	0.056111	0.208415	0.2692	7.89e-1	9.82e-1	0.1628	-0.2940	low	not_significant
d__denovo223	groupcontrol	0.152685	0.236592	0.6454	5.22e-1	9.50e-1	0.1860	-0.2314	low	not_significant
d__denovo220	groupcontrol	-0.279281	0.195872	-1.4258	1.61e-1	9.46e-1	0.3256	-0.0994	medium	not_significant
d__denovo10	groupcontrol	-0.488223	0.492505	-0.9913	3.27e-1	9.46e-1	0.8372	2.4471	very_high	not_significant
d__denovo11	groupcontrol	0.148586	0.597039	0.2489	8.05e-1	9.82e-1	0.6977	1.5027	high	not_significant
d__denovo17	groupcontrol	0.283800	0.387530	0.7323	4.68e-1	9.50e-1	0.9070	2.0445	very_high	not_significant
d__denovo14	groupcontrol	0.114325	0.496982	0.2300	8.19e-1	9.82e-1	0.3023	0.2806	medium	not_significant
d__denovo15	groupcontrol	-0.181358	0.541148	-0.3351	7.39e-1	9.77e-1	0.6744	1.7702	high	not_significant
d__denovo597	groupcontrol	0.123615	0.129698	0.9531	3.46e-1	9.46e-1	0.1163	-0.4128	low	not_significant
d__denovo590	groupcontrol	0.048081	0.131881	0.3646	7.17e-1	9.77e-1	0.1395	-0.3991	low	not_significant
d__denovo350	groupcontrol	0.247828	0.163755	1.5134	1.38e-1	9.46e-1	0.2093	-0.2969	low	not_significant
d__denovo351	groupcontrol	0.007576	0.175239	0.0432	9.66e-1	9.99e-1	0.2093	-0.2909	low	not_significant
d__denovo357	groupcontrol	-0.206179	0.161707	-1.2750	2.09e-1	9.46e-1	0.1163	-0.3516	low	not_significant
d__denovo354	groupcontrol	0.194937	0.189812	1.0270	3.10e-1	9.46e-1	0.1395	-0.3359	low	not_significant
d__denovo570	groupcontrol	0.021363	0.127977	0.1669	8.68e-1	9.84e-1	0.1163	-0.4128	low	not_significant
d__denovo574	groupcontrol	0.021363	0.119934	0.1781	8.60e-1	9.82e-1	0.1163	-0.4128	low	not_significant
d__denovo683	groupcontrol	0.304899	0.110176	2.7674	8.44e-3	6.89e-1	0.1163	-0.4246	low	not_significant
d__denovo177	groupcontrol	0.223804	0.274511	0.8153	4.20e-1	9.46e-1	0.1628	-0.1990	low	not_significant
d__denovo174	groupcontrol	0.187789	0.259011	0.7250	4.73e-1	9.50e-1	0.2326	-0.1340	low	not_significant
d__denovo175	groupcontrol	0.005852	0.272320	0.0215	9.83e-1	9.99e-1	0.1860	-0.1704	low	not_significant
d__denovo172	groupcontrol	0.025124	0.257626	0.0975	9.23e-1	9.99e-1	0.3488	0.0172	medium	not_significant
d__denovo173	groupcontrol	-0.169591	0.243740	-0.6958	4.90e-1	9.50e-1	0.3721	0.0090	medium	not_significant
d__denovo171	groupcontrol	-0.044185	0.256539	-0.1722	8.64e-1	9.83e-1	0.3256	-0.0259	medium	not_significant
d__denovo178	groupcontrol	-0.210108	0.250207	-0.8397	4.06e-1	9.46e-1	0.3256	-0.0036	medium	not_significant
d__denovo179	groupcontrol	-0.255658	0.244533	-1.0455	3.02e-1	9.46e-1	0.1163	-0.2775	low	not_significant
d__denovo41	groupcontrol	0.344041	0.460969	0.7463	4.60e-1	9.50e-1	0.2326	0.2158	low	not_significant
d__denovo42	groupcontrol	0.233952	0.454135	0.5152	6.09e-1	9.77e-1	0.4186	0.5333	medium	not_significant
d__denovo45	groupcontrol	0.422110	0.353555	1.1939	2.39e-1	9.46e-1	0.6977	0.9285	high	not_significant
d__denovo46	groupcontrol	0.200490	0.424734	0.4720	6.39e-1	9.77e-1	0.2093	0.1060	low	not_significant
d__denovo49	groupcontrol	0.346769	0.420370	0.8249	4.14e-1	9.46e-1	0.3256	0.2097	medium	not_significant
d__denovo166	groupcontrol	0.134153	0.227029	0.5909	5.58e-1	9.59e-1	0.1395	-0.3027	low	not_significant
d__denovo211	groupcontrol	-0.091190	0.239492	-0.3808	7.05e-1	9.77e-1	0.3023	-0.0914	medium	not_significant
d__denovo210	groupcontrol	0.095628	0.209344	0.4568	6.50e-1	9.77e-1	0.3023	-0.1109	medium	not_significant
d__denovo217	groupcontrol	-0.067722	0.220326	-0.3074	7.60e-1	9.77e-1	0.1163	-0.3086	low	not_significant
d__denovo216	groupcontrol	0.025172	0.212376	0.1185	9.06e-1	9.99e-1	0.1163	-0.3148	low	not_significant
d__denovo214	groupcontrol	0.299349	0.207744	1.4410	1.57e-1	9.46e-1	0.1163	-0.3508	low	not_significant
d__denovo219	groupcontrol	0.095987	0.220202	0.4359	6.65e-1	9.77e-1	0.1163	-0.3299	low	not_significant
d__denovo363	groupcontrol	-0.081980	0.174530	-0.4697	6.41e-1	9.77e-1	0.1860	-0.3124	low	not_significant
d__denovo361	groupcontrol	-0.157514	0.153451	-1.0265	3.11e-1	9.46e-1	0.2093	-0.2987	low	not_significant
d__denovo369	groupcontrol	0.404773	0.155802	2.5980	1.30e-2	6.89e-1	0.1163	-0.3736	low	not_significant
