feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
d__denovo5359	groupcontrol	0.178085	0.557774	0.3193	7.50e-1	1.00e0	0.1591	0.0000	low	not_significant
d__denovo4522	groupcontrol	0.856359	0.670821	1.2766	2.02e-1	5.77e-1	0.1023	0.0000	low	not_significant
d__denovo4853	groupcontrol	582.547482	44721.359576	0.0130	9.90e-1	1.00e0	0.1818	0.0000	low	not_significant
d__denovo4854	groupcontrol	0.903365	0.888423	1.0168	3.09e-1	7.37e-1	0.1250	0.0000	low	not_significant
d__denovo4855	groupcontrol	1.662697	0.747609	2.2240	2.61e-2	1.32e-1	0.1250	0.0000	low	suggestive
d__denovo4856	groupcontrol	NaN	0.591608	NaN	NaN	1.00e0	0.1591	0.0000	low	not_significant
d__denovo4857	groupcontrol	-0.855293	0.791721	-1.0803	2.80e-1	7.03e-1	0.1364	0.0000	low	not_significant
d__denovo8164	groupcontrol	-3.355223	0.815046	-4.1166	3.84e-5	2.92e-4	0.1023	0.0000	low	very_high
d__denovo8162	groupcontrol	NaN	0.670820	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo4524	groupcontrol	0.904658	0.868633	1.0415	2.98e-1	7.24e-1	0.1818	0.0000	low	not_significant
d__denovo11222	groupcontrol	-4.512309	0.819298	-5.5075	3.64e-8	3.25e-7	0.1023	0.0000	low	very_high
d__denovo5720	groupcontrol	-0.255517	0.833223	-0.3067	7.59e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo5722	groupcontrol	NaN	0.774597	NaN	NaN	1.00e0	0.1364	0.0000	low	not_significant
d__denovo5725	groupcontrol	-0.719231	0.632456	-1.1372	2.55e-1	6.67e-1	0.1136	0.0000	low	not_significant
d__denovo5724	groupcontrol	NaN	0.645497	NaN	NaN	1.00e0	0.1705	0.0000	low	not_significant
d__denovo4527	groupcontrol	4.641665	0.647205	7.1719	7.40e-13	7.76e-12	0.1591	0.0000	low	very_high
d__denovo2868	groupcontrol	-9166666317.583780	57735.026919	-158771.3180	0.00e0	0.00e0	0.1818	0.0000	low	very_high
d__denovo3072	groupcontrol	0.726900	0.621544	1.1695	2.42e-1	6.50e-1	0.1705	0.0000	low	not_significant
d__denovo3071	groupcontrol	-0.303975	0.965845	-0.3147	7.53e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo3070	groupcontrol	-1.909542	0.975471	-1.9576	5.03e-2	2.25e-1	0.1136	0.0000	low	not_significant
d__denovo3077	groupcontrol	3.574179	0.915260	3.9051	9.42e-5	6.87e-4	0.1250	0.0000	low	very_high
d__denovo3078	groupcontrol	0.253499	0.579509	0.4374	6.62e-1	1.00e0	0.1818	0.0000	low	not_significant
d__denovo5258	groupcontrol	2.598544	1.010650	2.5712	1.01e-2	5.67e-2	0.1023	0.0000	low	low
d__denovo174	groupcontrol	0.174873	0.704149	0.2483	8.04e-1	1.00e0	0.3864	0.0005	medium	not_significant
d__denovo175	groupcontrol	1.465265	0.605409	2.4203	1.55e-2	8.36e-2	0.4091	0.0008	medium	low
d__denovo170	groupcontrol	1.376142	0.647881	2.1241	3.37e-2	1.63e-1	0.3068	0.0010	medium	suggestive
d__denovo2080	groupcontrol	0.292570	0.580019	0.5044	6.14e-1	9.76e-1	0.2500	0.0000	medium	not_significant
d__denovo675	groupcontrol	0.108123	0.541462	0.1997	8.42e-1	1.00e0	0.4091	0.0000	medium	not_significant
d__denovo677	groupcontrol	-4.228350	1.105965	-3.8232	1.32e-4	9.48e-4	0.1136	0.0001	low	very_high
d__denovo671	groupcontrol	0.756089	0.624238	1.2112	2.26e-1	6.21e-1	0.4318	0.0001	medium	not_significant
d__denovo670	groupcontrol	-0.632381	0.713614	-0.8862	3.76e-1	8.10e-1	0.2841	0.0001	medium	not_significant
d__denovo672	groupcontrol	0.319667	1.972029	0.1621	8.71e-1	1.00e0	0.2727	0.0001	medium	not_significant
d__denovo5519	groupcontrol	-0.840244	0.645498	-1.3017	1.93e-1	5.64e-1	0.1136	0.0000	low	not_significant
d__denovo1881	groupcontrol	0.779109	0.548206	1.4212	1.55e-1	4.96e-1	0.2273	0.0000	low	not_significant
d__denovo11755	groupcontrol	NaN	0.645497	NaN	NaN	1.00e0	0.1136	0.0000	low	not_significant
d__denovo13072	groupcontrol	NaN	0.670820	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo12306	groupcontrol	-14.061847	0.713615	-19.7051	0.00e0	0.00e0	0.1023	0.0000	low	very_high
d__denovo12307	groupcontrol	-14.061844	0.713615	-19.7051	0.00e0	0.00e0	0.1023	0.0000	low	very_high
d__denovo8449	groupcontrol	17.798244	0.806226	22.0760	0.00e0	0.00e0	0.1023	0.0000	low	very_high
d__denovo4714	groupcontrol	367.636231	35355.463885	0.0104	9.92e-1	1.00e0	0.1932	0.0000	low	not_significant
d__denovo1255	groupcontrol	0.686473	0.938261	0.7316	4.64e-1	8.75e-1	0.2159	0.0000	low	not_significant
d__denovo1257	groupcontrol	1.235818	0.844306	1.4637	1.43e-1	4.71e-1	0.2727	0.0000	medium	not_significant
d__denovo1250	groupcontrol	0.451232	0.352566	1.2799	2.01e-1	5.76e-1	0.5682	0.0000	high	not_significant
d__denovo1258	groupcontrol	0.834458	0.576913	1.4464	1.48e-1	4.80e-1	0.3523	0.0000	medium	not_significant
d__denovo8765	groupcontrol	NaN	0.670820	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo3617	groupcontrol	-0.932063	0.865237	-1.0772	2.81e-1	7.04e-1	0.1023	0.0000	low	not_significant
d__denovo2500	groupcontrol	12.101030	0.607494	19.9196	0.00e0	0.00e0	0.2159	0.0000	low	very_high
d__denovo2502	groupcontrol	1.035708	0.748766	1.3832	1.67e-1	5.19e-1	0.3182	0.0000	medium	not_significant
d__denovo2505	groupcontrol	0.164591	0.413684	0.3979	6.91e-1	1.00e0	0.2955	0.0000	medium	not_significant
d__denovo2506	groupcontrol	0.075807	0.540063	0.1404	8.88e-1	1.00e0	0.1591	0.0000	low	not_significant
d__denovo2508	groupcontrol	-1.783829	0.679761	-2.6242	8.69e-3	4.93e-2	0.1591	0.0000	low	moderate
d__denovo2509	groupcontrol	0.792892	0.565116	1.4031	1.61e-1	5.07e-1	0.1932	0.0000	low	not_significant
d__denovo6611	groupcontrol	0.439203	0.632456	0.6944	4.87e-1	8.93e-1	0.1136	0.0000	low	not_significant
d__denovo3615	groupcontrol	-1.102799	0.566947	-1.9452	5.18e-2	2.30e-1	0.2045	0.0000	low	not_significant
d__denovo5730	groupcontrol	-1.390020	0.707107	-1.9658	4.93e-2	2.21e-1	0.1023	0.0000	low	not_significant
d__denovo3677	groupcontrol	0.224971	0.517550	0.4347	6.64e-1	1.00e0	0.1705	0.0000	low	not_significant
d__denovo3678	groupcontrol	-0.203737	0.520988	-0.3911	6.96e-1	1.00e0	0.2159	0.0000	low	not_significant
d__denovo7563	groupcontrol	-0.361699	0.632456	-0.5719	5.67e-1	9.50e-1	0.1136	0.0000	low	not_significant
d__denovo3163	groupcontrol	-0.042105	0.428175	-0.0983	9.22e-1	1.00e0	0.2500	0.0000	medium	not_significant
d__denovo10049	groupcontrol	-18.976838	0.816497	-23.2418	0.00e0	0.00e0	0.1023	0.0000	low	very_high
d__denovo10041	groupcontrol	-4.205158	0.885489	-4.7490	2.04e-6	1.67e-5	0.1023	0.0000	low	very_high
d__denovo10043	groupcontrol	-1.749356	1.002044	-1.7458	8.08e-2	3.22e-1	0.1136	0.0000	low	not_significant
d__denovo253	groupcontrol	-1.147870	1.094693	-1.0486	2.94e-1	7.21e-1	0.1477	0.0006	low	not_significant
d__denovo5149	groupcontrol	0.744938	2.239047	0.3327	7.39e-1	1.00e0	0.1136	0.0000	low	not_significant
d__denovo9315	groupcontrol	NaN	0.670820	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo5140	groupcontrol	-0.038817	0.840695	-0.0462	9.63e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo9317	groupcontrol	NaN	0.790569	NaN	NaN	1.00e0	0.1136	0.0000	low	not_significant
d__denovo12193	groupcontrol	NaN	0.632456	NaN	NaN	1.00e0	0.1136	0.0000	low	not_significant
d__denovo2269	groupcontrol	0.212938	0.464346	0.4586	6.47e-1	9.95e-1	0.2955	0.0000	medium	not_significant
d__denovo2268	groupcontrol	6.118065	0.816450	7.4935	6.71e-14	7.32e-13	0.1136	0.0000	low	very_high
d__denovo2261	groupcontrol	0.125329	0.562390	0.2229	8.24e-1	1.00e0	0.1477	0.0000	low	not_significant
d__denovo2260	groupcontrol	1.357029	0.775537	1.7498	8.02e-2	3.21e-1	0.2500	0.0000	medium	not_significant
d__denovo2263	groupcontrol	-0.796622	0.410469	-1.9408	5.23e-2	2.32e-1	0.3295	0.0000	medium	not_significant
d__denovo2265	groupcontrol	-0.051423	1.035946	-0.0496	9.60e-1	1.00e0	0.1591	0.0000	low	not_significant
d__denovo2266	groupcontrol	0.806234	0.893263	0.9026	3.67e-1	8.02e-1	0.1818	0.0000	low	not_significant
d__denovo3459	groupcontrol	-0.455562	0.443203	-1.0279	3.04e-1	7.31e-1	0.2500	0.0000	medium	not_significant
d__denovo6631	groupcontrol	-1.081616	0.629857	-1.7172	8.59e-2	3.36e-1	0.1250	0.0000	low	not_significant
d__denovo1078	groupcontrol	0.811790	0.532017	1.5259	1.27e-1	4.36e-1	0.2614	0.0000	medium	not_significant
d__denovo1072	groupcontrol	NaN	0.559017	NaN	NaN	1.00e0	0.2273	0.0000	low	not_significant
d__denovo1075	groupcontrol	-0.759053	0.662378	-1.1460	2.52e-1	6.62e-1	0.2727	0.0000	medium	not_significant
d__denovo1074	groupcontrol	5.501686	1.065061	5.1656	2.40e-7	2.07e-6	0.1364	0.0000	low	very_high
d__denovo1077	groupcontrol	-0.975454	0.720114	-1.3546	1.76e-1	5.35e-1	0.1591	0.0000	low	not_significant
d__denovo10846	groupcontrol	-1.405683	0.864993	-1.6251	1.04e-1	3.84e-1	0.1023	0.0000	low	not_significant
d__denovo2287	groupcontrol	-0.287360	0.580295	-0.4952	6.20e-1	9.81e-1	0.1932	0.0000	low	not_significant
d__denovo1862	groupcontrol	0.642449	0.692649	0.9275	3.54e-1	7.88e-1	0.1136	0.0000	low	not_significant
d__denovo1860	groupcontrol	-0.138589	0.621042	-0.2232	8.23e-1	1.00e0	0.2500	0.0000	medium	not_significant
d__denovo1864	groupcontrol	0.014520	0.625299	0.0232	9.81e-1	1.00e0	0.2500	0.0000	medium	not_significant
d__denovo8356	groupcontrol	0.681572	0.801784	0.8501	3.95e-1	8.27e-1	0.1023	0.0000	low	not_significant
d__denovo7839	groupcontrol	1.506988	1.923410	0.7835	4.33e-1	8.54e-1	0.1023	0.0000	low	not_significant
d__denovo7832	groupcontrol	-0.000000	0.982859	-0.0000	1.00e0	1.00e0	0.1136	0.0000	low	not_significant
d__denovo7830	groupcontrol	-0.361699	0.632456	-0.5719	5.67e-1	9.50e-1	0.1136	0.0000	low	not_significant
d__denovo7835	groupcontrol	-2.607250	0.748610	-3.4828	4.96e-4	3.38e-3	0.1250	0.0000	low	high
d__denovo5570	groupcontrol	-10.251039	0.657130	-15.5997	0.00e0	0.00e0	0.1705	0.0000	low	very_high
d__denovo5571	groupcontrol	676.224470	57735.027003	0.0117	9.91e-1	1.00e0	0.1364	0.0000	low	not_significant
d__denovo5573	groupcontrol	0.313206	0.556349	0.5630	5.73e-1	9.54e-1	0.1477	0.0000	low	not_significant
d__denovo5575	groupcontrol	-5.453798	0.913932	-5.9674	2.41e-9	2.31e-8	0.1023	0.0000	low	very_high
d__denovo9407	groupcontrol	NaN	1.054093	NaN	NaN	1.00e0	0.1136	0.0000	low	not_significant
d__denovo9403	groupcontrol	6.139485	0.835802	7.3456	2.05e-13	2.19e-12	0.1023	0.0000	low	very_high
d__denovo3280	groupcontrol	-0.173303	1.018988	-0.1701	8.65e-1	1.00e0	0.2273	0.0000	low	not_significant
d__denovo4269	groupcontrol	-0.268327	0.503953	-0.5324	5.94e-1	9.66e-1	0.1818	0.0000	low	not_significant
d__denovo2711	groupcontrol	-0.477227	0.829468	-0.5753	5.65e-1	9.49e-1	0.1932	0.0000	low	not_significant
d__denovo2710	groupcontrol	-0.249071	0.654598	-0.3805	7.04e-1	1.00e0	0.1477	0.0000	low	not_significant
d__denovo2713	groupcontrol	0.612293	0.628606	0.9740	3.30e-1	7.65e-1	0.1818	0.0000	low	not_significant
d__denovo2715	groupcontrol	-0.000000	0.462497	-0.0000	1.00e0	1.00e0	0.2273	0.0000	low	not_significant
d__denovo2718	groupcontrol	0.493092	1.211383	0.4070	6.84e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo6000	groupcontrol	0.347107	1.054093	0.3293	7.42e-1	1.00e0	0.1136	0.0000	low	not_significant
d__denovo6003	groupcontrol	NaN	0.677003	NaN	NaN	1.00e0	0.1250	0.0000	low	not_significant
d__denovo6005	groupcontrol	0.347107	0.781737	0.4440	6.57e-1	1.00e0	0.1250	0.0000	low	not_significant
d__denovo6006	groupcontrol	10.619386	0.690057	15.3891	0.00e0	0.00e0	0.1477	0.0000	low	very_high
d__denovo834	groupcontrol	-0.384462	0.693804	-0.5541	5.79e-1	9.58e-1	0.2614	0.0000	medium	not_significant
d__denovo6131	groupcontrol	-0.874371	0.959089	-0.9117	3.62e-1	7.98e-1	0.1023	0.0000	low	not_significant
d__denovo4718	groupcontrol	1.188586	0.809905	1.4676	1.42e-1	4.70e-1	0.1364	0.0000	low	not_significant
d__denovo4713	groupcontrol	-0.079821	0.763254	-0.1046	9.17e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo4711	groupcontrol	-0.204048	0.804141	-0.2537	8.00e-1	1.00e0	0.1818	0.0000	low	not_significant
d__denovo4717	groupcontrol	0.456414	0.707108	0.6455	5.19e-1	9.12e-1	0.1023	0.0000	low	not_significant
d__denovo5025	groupcontrol	-0.533526	0.677004	-0.7881	4.31e-1	8.52e-1	0.1250	0.0000	low	not_significant
d__denovo6822	groupcontrol	-0.093461	0.781736	-0.1196	9.05e-1	1.00e0	0.1250	0.0000	low	not_significant
d__denovo6820	groupcontrol	-0.161234	0.605530	-0.2663	7.90e-1	1.00e0	0.1250	0.0000	low	not_significant
d__denovo6826	groupcontrol	-10.058936	0.849844	-11.8362	0.00e0	0.00e0	0.1250	0.0000	low	very_high
d__denovo6825	groupcontrol	-11.094914	0.816498	-13.5884	0.00e0	0.00e0	0.1023	0.0000	low	very_high
d__denovo6824	groupcontrol	8.556902	0.736691	11.6153	0.00e0	0.00e0	0.1364	0.0000	low	very_high
d__denovo6829	groupcontrol	NaN	0.651339	NaN	NaN	1.00e0	0.1591	0.0000	low	not_significant
d__denovo6828	groupcontrol	0.326737	0.626784	0.5213	6.02e-1	9.72e-1	0.1250	0.0000	low	not_significant
d__denovo540	groupcontrol	-1.583210	0.747014	-2.1194	3.41e-2	1.65e-1	0.1705	0.0001	low	suggestive
d__denovo3378	groupcontrol	0.800676	0.500000	1.6013	1.09e-1	3.96e-1	0.2045	0.0000	low	not_significant
d__denovo7599	groupcontrol	-0.391456	0.690066	-0.5673	5.71e-1	9.52e-1	0.1136	0.0000	low	not_significant
d__denovo102	groupcontrol	7.145435	0.764529	9.3462	0.00e0	0.00e0	0.1591	0.0014	low	very_high
d__denovo7655	groupcontrol	0.000000	0.645498	0.0000	1.00e0	1.00e0	0.1136	0.0000	low	not_significant
d__denovo7652	groupcontrol	-0.886316	0.645497	-1.3731	1.70e-1	5.24e-1	0.1136	0.0000	low	not_significant
d__denovo7651	groupcontrol	0.194111	0.670821	0.2894	7.72e-1	1.00e0	0.1023	0.0000	low	not_significant
d__denovo4634	groupcontrol	0.231081	0.709786	0.3256	7.45e-1	1.00e0	0.1136	0.0000	low	not_significant
d__denovo6474	groupcontrol	-0.679887	0.690066	-0.9852	3.25e-1	7.57e-1	0.1136	0.0000	low	not_significant
d__denovo5243	groupcontrol	0.077946	0.848205	0.0919	9.27e-1	1.00e0	0.1818	0.0000	low	not_significant
d__denovo4637	groupcontrol	-13.511731	0.635489	-21.2619	0.00e0	0.00e0	0.1932	0.0000	low	very_high
d__denovo932	groupcontrol	1.322329	0.951761	1.3893	1.65e-1	5.15e-1	0.1932	0.0000	low	not_significant
d__denovo4638	groupcontrol	4.962815	0.654419	7.5835	3.35e-14	3.69e-13	0.1591	0.0000	low	very_high
d__denovo930	groupcontrol	0.837549	0.613191	1.3659	1.72e-1	5.28e-1	0.4205	0.0000	medium	not_significant
d__denovo931	groupcontrol	0.926649	0.711839	1.3018	1.93e-1	5.64e-1	0.3295	0.0000	medium	not_significant
d__denovo934	groupcontrol	1.232530	0.676629	1.8216	6.85e-2	2.84e-1	0.2500	0.0000	medium	not_significant
d__denovo938	groupcontrol	0.000000	NaN	NaN	NaN	1.00e0	0.1136	0.0000	low	not_significant
d__denovo6992	groupcontrol	0.516517	0.995929	0.5186	6.04e-1	9.72e-1	0.1705	0.0000	low	not_significant
d__denovo1330	groupcontrol	0.189876	0.339777	0.5588	5.76e-1	9.56e-1	0.4773	0.0000	medium	not_significant
d__denovo5949	groupcontrol	NaN	0.768706	NaN	NaN	1.00e0	0.1477	0.0000	low	not_significant
d__denovo3854	groupcontrol	1.349304	0.832663	1.6205	1.05e-1	3.86e-1	0.1136	0.0000	low	not_significant
d__denovo3859	groupcontrol	5.328659	0.758454	7.0257	2.13e-12	2.21e-11	0.1932	0.0000	low	very_high
d__denovo6991	groupcontrol	-0.107042	0.626585	-0.1708	8.64e-1	1.00e0	0.1364	0.0000	low	not_significant
d__denovo3374	groupcontrol	6.069028	0.641264	9.4642	0.00e0	0.00e0	0.2159	0.0000	low	very_high
d__denovo3375	groupcontrol	-0.186185	0.649991	-0.2864	7.75e-1	1.00e0	0.2045	0.0000	low	not_significant
d__denovo3376	groupcontrol	-0.621957	0.483494	-1.2864	1.98e-1	5.75e-1	0.2045	0.0000	low	not_significant
d__denovo3379	groupcontrol	0.703870	0.526235	1.3376	1.81e-1	5.46e-1	0.2045	0.0000	low	not_significant
d__denovo5795	groupcontrol	-0.911542	0.709925	-1.2840	1.99e-1	5.75e-1	0.1136	0.0000	low	not_significant
d__denovo165	groupcontrol	0.250439	0.353433	0.7086	4.79e-1	8.88e-1	0.7841	0.0009	very_high	not_significant
d__denovo164	groupcontrol	1.180023	0.742532	1.5892	1.12e-1	4.03e-1	0.3068	0.0007	medium	not_significant
d__denovo167	groupcontrol	-0.538863	0.378192	-1.4248	1.54e-1	4.95e-1	0.7386	0.0009	high	not_significant
d__denovo166	groupcontrol	0.290113	0.477564	0.6075	5.44e-1	9.36e-1	0.4432	0.0010	medium	not_significant
d__denovo161	groupcontrol	-0.490919	0.662141	-0.7414	4.58e-1	8.71e-1	0.5000	0.0009	high	not_significant
d__denovo160	groupcontrol	0.956595	0.896506	1.0670	2.86e-1	7.11e-1	0.2045	0.0011	low	not_significant
d__denovo6471	groupcontrol	-1.363395	0.646321	-2.1095	3.49e-2	1.68e-1	0.1136	0.0000	low	suggestive
d__denovo6592	groupcontrol	-0.967117	0.690066	-1.4015	1.61e-1	5.07e-1	0.1136	0.0000	low	not_significant
d__denovo6590	groupcontrol	NaN	1.040833	NaN	NaN	1.00e0	0.1477	0.0000	low	not_significant
d__denovo6597	groupcontrol	0.258348	0.585540	0.4412	6.59e-1	1.00e0	0.1364	0.0000	low	not_significant
d__denovo6594	groupcontrol	-0.397181	0.707827	-0.5611	5.75e-1	9.54e-1	0.1023	0.0000	low	not_significant
d__denovo8255	groupcontrol	NaN	0.781736	NaN	NaN	1.00e0	0.1250	0.0000	low	not_significant
d__denovo8258	groupcontrol	0.601349	0.919130	0.6543	5.13e-1	9.08e-1	0.1136	0.0000	low	not_significant
d__denovo8259	groupcontrol	1.008341	0.628932	1.6033	1.09e-1	3.96e-1	0.1364	0.0000	low	not_significant
d__denovo1665	groupcontrol	0.790028	0.600634	1.3153	1.88e-1	5.55e-1	0.1705	0.0000	low	not_significant
d__denovo6514	groupcontrol	4.494987	0.733287	6.1299	8.79e-10	8.46e-9	0.1364	0.0000	low	very_high
d__denovo1667	groupcontrol	0.772494	0.633541	1.2193	2.23e-1	6.15e-1	0.1818	0.0000	low	not_significant
d__denovo6518	groupcontrol	-0.686411	0.585540	-1.1723	2.41e-1	6.47e-1	0.1364	0.0000	low	not_significant
d__denovo7648	groupcontrol	NaN	0.626783	NaN	NaN	1.00e0	0.1250	0.0000	low	not_significant
d__denovo7649	groupcontrol	0.859499	0.790570	1.0872	2.77e-1	7.00e-1	0.1136	0.0000	low	not_significant
d__denovo7643	groupcontrol	1.156111	0.765806	1.5097	1.31e-1	4.45e-1	0.1023	0.0000	low	not_significant
d__denovo7645	groupcontrol	-0.000000	0.865607	-0.0000	1.00e0	1.00e0	0.1364	0.0000	low	not_significant
d__denovo7647	groupcontrol	550.999144	57735.360536	0.0095	9.92e-1	1.00e0	0.1250	0.0000	low	not_significant
d__denovo2030	groupcontrol	-1.333297	0.612112	-2.1782	2.94e-2	1.46e-1	0.2500	0.0000	medium	suggestive
d__denovo2032	groupcontrol	1.238851	0.791128	1.5659	1.17e-1	4.15e-1	0.1705	0.0000	low	not_significant
d__denovo2035	groupcontrol	-0.638158	0.608555	-1.0486	2.94e-1	7.21e-1	0.2386	0.0000	low	not_significant
d__denovo2037	groupcontrol	0.229144	0.738789	0.3102	7.56e-1	1.00e0	0.1591	0.0000	low	not_significant
d__denovo3341	groupcontrol	2.070571	0.612886	3.3784	7.29e-4	4.90e-3	0.1818	0.0000	low	high
d__denovo3340	groupcontrol	0.015978	0.589698	0.0271	9.78e-1	1.00e0	0.2159	0.0000	low	not_significant
d__denovo3342	groupcontrol	0.503321	0.526235	0.9565	3.39e-1	7.76e-1	0.2045	0.0000	low	not_significant
d__denovo3347	groupcontrol	1.148415	0.897097	1.2801	2.00e-1	5.76e-1	0.1136	0.0000	low	not_significant
d__denovo3348	groupcontrol	0.844989	0.670822	1.2596	2.08e-1	5.89e-1	0.1023	0.0000	low	not_significant
d__denovo2574	groupcontrol	-0.080576	0.417424	-0.1930	8.47e-1	1.00e0	0.2614	0.0000	medium	not_significant
d__denovo9611	groupcontrol	NaN	0.670820	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo9618	groupcontrol	NaN	0.801784	NaN	NaN	1.00e0	0.1023	0.0000	low	not_significant
d__denovo2698	groupcontrol	-3.756374	1.223647	-3.0698	2.14e-3	1.36e-2	0.1023	0.0000	low	moderate
d__denovo2699	groupcontrol	0.210415	0.579000	0.3634	7.16e-1	1.00e0	0.2727	0.0000	medium	not_significant
d__denovo2694	groupcontrol	0.468268	0.691298	0.6774	4.98e-1	8.99e-1	0.3068	0.0000	medium	not_significant
d__denovo2696	groupcontrol	-0.260978	0.749239	-0.3483	7.28e-1	1.00e0	0.1250	0.0000	low	not_significant
d__denovo2697	groupcontrol	-0.927472	0.597562	-1.5521	1.21e-1	4.22e-1	0.1818	0.0000	low	not_significant
d__denovo2691	groupcontrol	-0.176929	0.512873	-0.3450	7.30e-1	1.00e0	0.2159	0.0000	low	not_significant
