feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
d__denovo46	groupcontrol	0.017136	0.891332	0.0192	9.85e-1	1.00e0	0.2093	0.0039	low	not_significant
d__denovo49	groupcontrol	1.883109	0.746245	2.5234	1.16e-2	1.18e-1	0.3256	0.0028	medium	suggestive
d__denovo166	groupcontrol	2.008107	1.125525	1.7842	7.44e-2	4.73e-1	0.1395	0.0011	low	not_significant
d__denovo211	groupcontrol	-0.116893	0.628300	-0.1860	8.52e-1	1.00e0	0.3023	0.0006	medium	not_significant
d__denovo210	groupcontrol	-0.406429	0.814629	-0.4989	6.18e-1	1.00e0	0.3023	0.0005	medium	not_significant
d__denovo217	groupcontrol	0.000000	1.050389	0.0000	1.00e0	1.00e0	0.1163	0.0006	low	not_significant
d__denovo216	groupcontrol	-1.122310	1.081414	-1.0378	2.99e-1	8.95e-1	0.1163	0.0004	low	not_significant
d__denovo214	groupcontrol	1.466745	1.495556	0.9807	3.27e-1	9.30e-1	0.1163	0.0005	low	not_significant
d__denovo219	groupcontrol	-0.351991	1.237341	-0.2845	7.76e-1	1.00e0	0.1163	0.0007	low	not_significant
d__denovo363	groupcontrol	0.034583	0.730297	0.0474	9.62e-1	1.00e0	0.1860	0.0002	low	not_significant
d__denovo361	groupcontrol	NaN	0.707107	NaN	NaN	1.00e0	0.2093	0.0002	low	not_significant
d__denovo369	groupcontrol	0.000000	NaN	NaN	NaN	1.00e0	0.1163	0.0003	low	not_significant
d__denovo368	groupcontrol	-0.687913	1.092501	-0.6297	5.29e-1	1.00e0	0.1628	0.0002	low	not_significant
d__denovo543	groupcontrol	8327330213.869874	3.654896	2278404267.9285	0.00e0	0.00e0	0.1163	0.0001	low	very_high
d__denovo542	groupcontrol	NaN	1.118034	NaN	NaN	1.00e0	0.1163	0.0002	low	not_significant
d__denovo149	groupcontrol	0.299413	0.718434	0.4168	6.77e-1	1.00e0	0.2558	0.0008	medium	not_significant
d__denovo148	groupcontrol	0.242328	0.765528	0.3166	7.52e-1	1.00e0	0.3953	0.0009	medium	not_significant
d__denovo142	groupcontrol	-1.807790	0.984693	-1.8359	6.64e-2	4.48e-1	0.1628	0.0013	low	not_significant
d__denovo141	groupcontrol	1.466088	1.103847	1.3282	1.84e-1	7.78e-1	0.2326	0.0010	low	not_significant
d__denovo140	groupcontrol	-0.774500	0.932364	-0.8307	4.06e-1	9.93e-1	0.3488	0.0009	medium	not_significant
