feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
Feature_0027	grouptreatment	1.201665	0.790036	1.5210	1.28e-1	2.77e-1	0.1500	0.0070	low	not_significant
Feature_0028	grouptreatment	1.791896	0.304180	5.8909	3.84e-9	2.07e-7	0.1750	0.0161	low	very_high
Feature_0029	grouptreatment	0.573346	0.246054	2.3302	1.98e-2	7.64e-2	0.0500	0.0016	rare	low
Feature_0030	grouptreatment	-0.055823	0.568908	-0.0981	9.22e-1	1.00e0	0.1750	0.0170	low	not_significant
Feature_0031	grouptreatment	1.578255	0.322856	4.8884	1.02e-6	2.06e-5	0.1500	0.0059	low	very_high
Feature_0032	grouptreatment	-0.447531	0.308784	-1.4493	1.47e-1	3.06e-1	0.1250	0.0126	low	not_significant
Feature_0033	grouptreatment	2.254778	1.322167	1.7054	8.81e-2	2.23e-1	0.1000	0.0053	low	not_significant
Feature_0034	grouptreatment	1.115019	0.335855	3.3199	9.00e-4	7.08e-3	0.1500	0.0098	low	high
Feature_0035	grouptreatment	0.163351	0.625425	0.2612	7.94e-1	9.74e-1	0.1750	0.0062	low	not_significant
Feature_0036	grouptreatment	-1.364871	0.959330	-1.4227	1.55e-1	3.13e-1	0.1250	0.0043	low	not_significant
Feature_0037	grouptreatment	-1.286902	0.804610	-1.5994	1.10e-1	2.54e-1	0.1000	0.0052	low	not_significant
Feature_0038	grouptreatment	0.815517	0.510282	1.5982	1.10e-1	2.54e-1	0.1250	0.0051	low	not_significant
Feature_0039	grouptreatment	1.122018	1.348415	0.8321	4.05e-1	5.99e-1	0.1000	0.0065	low	not_significant
Feature_0040	grouptreatment	1.050162	0.314958	3.3343	8.55e-4	7.08e-3	0.2250	0.0120	low	high
Feature_0041	grouptreatment	-4.099463	1.027759	-3.9887	6.64e-5	8.28e-4	0.1250	0.0053	low	very_high
Feature_0042	grouptreatment	-0.477542	0.804453	-0.5936	5.53e-1	7.46e-1	0.1250	0.0072	low	not_significant
Feature_0043	grouptreatment	-0.104902	0.509498	-0.2059	8.37e-1	9.97e-1	0.2500	0.0060	medium	not_significant
Feature_0044	grouptreatment	-1.636020	0.887207	-1.8440	6.52e-2	1.76e-1	0.1000	0.0007	low	suggestive
Feature_0045	grouptreatment	0.699139	0.732369	0.9546	3.40e-1	5.50e-1	0.0750	0.0024	rare	not_significant
Feature_0046	grouptreatment	1.578718	0.806683	1.9570	5.03e-2	1.51e-1	0.1500	0.0059	low	suggestive
Feature_0047	grouptreatment	-0.049334	0.782431	-0.0631	9.50e-1	1.00e0	0.1500	0.0046	low	not_significant
Feature_0048	grouptreatment	-0.260822	0.580327	-0.4494	6.53e-1	8.40e-1	0.1250	0.0062	low	not_significant
Feature_0049	grouptreatment	1.021749	1.045168	0.9776	3.28e-1	5.44e-1	0.1000	0.0022	low	not_significant
Feature_0050	grouptreatment	5.193880	1.425649	3.6432	2.69e-4	2.91e-3	0.1250	0.0027	low	high
Feature_0051	grouptreatment	0.936323	0.425526	2.2004	2.78e-2	9.85e-2	0.0750	0.0025	rare	low
Feature_0052	grouptreatment	0.999162	1.023469	0.9763	3.29e-1	5.44e-1	0.1250	0.0090	low	not_significant
Feature_0053	grouptreatment	0.462581	0.667808	0.6927	4.89e-1	6.88e-1	0.1500	0.0048	low	not_significant
Feature_0054	grouptreatment	-19.065570	2232.411583	-0.0085	9.93e-1	1.00e0	0.1500	0.0043	low	not_significant
Feature_0055	grouptreatment	-1.602956	0.711532	-2.2528	2.43e-2	9.14e-2	0.1500	0.0036	low	low
Feature_0056	grouptreatment	0.133868	0.567440	0.2359	8.13e-1	9.91e-1	0.1000	0.0044	low	not_significant
Feature_0057	grouptreatment	0.693881	0.348845	1.9891	4.67e-2	1.46e-1	0.1000	0.0024	low	suggestive
Feature_0058	grouptreatment	-0.283575	0.184649	-1.5358	1.25e-1	2.73e-1	0.1000	0.0037	low	not_significant
Feature_0059	grouptreatment	0.932739	0.348960	2.6729	7.52e-3	3.58e-2	0.2000	0.0064	low	moderate
Feature_0060	grouptreatment	0.000000	0.845804	0.0000	1.00e0	1.00e0	0.1750	0.0036	low	not_significant
Feature_0061	grouptreatment	3.051536	1.781881	1.7125	8.68e-2	2.23e-1	0.1000	0.0016	low	not_significant
Feature_0062	grouptreatment	0.595784	0.534045	1.1156	2.65e-1	4.76e-1	0.1250	0.0029	low	not_significant
Feature_0063	grouptreatment	-0.749319	0.798490	-0.9384	3.48e-1	5.55e-1	0.2000	0.0022	low	not_significant
Feature_0064	grouptreatment	1.600952	0.305037	5.2484	1.53e-7	4.97e-6	0.1750	0.0067	low	very_high
Feature_0065	grouptreatment	-1.046680	0.732524	-1.4289	1.53e-1	3.13e-1	0.1000	0.0016	low	not_significant
Feature_0066	grouptreatment	-1.783600	0.814772	-2.1891	2.86e-2	9.85e-2	0.1500	0.0036	low	low
Feature_0067	grouptreatment	0.467583	0.577400	0.8098	4.18e-1	5.99e-1	0.1500	0.0018	low	not_significant
Feature_0068	grouptreatment	-1.800278	0.846615	-2.1264	3.35e-2	1.13e-1	0.2000	0.0066	low	suggestive
Feature_0069	grouptreatment	0.648219	0.404605	1.6021	1.09e-1	2.54e-1	0.1250	0.0026	low	not_significant
Feature_0070	grouptreatment	0.467215	0.576061	0.8111	4.17e-1	5.99e-1	0.1750	0.0030	low	not_significant
Feature_0071	grouptreatment	0.429525	0.525417	0.8175	4.14e-1	5.99e-1	0.2250	0.0037	low	not_significant
Feature_0072	grouptreatment	1.406366	0.640059	2.1972	2.80e-2	9.85e-2	0.1500	0.0049	low	low
Feature_0073	grouptreatment	0.555837	0.599952	0.9265	3.54e-1	5.57e-1	0.1500	0.0019	low	not_significant
Feature_0074	grouptreatment	0.502923	0.792500	0.6346	5.26e-1	7.16e-1	0.1000	0.0010	low	not_significant
Feature_0075	grouptreatment	2.617588	1.587011	1.6494	9.91e-2	2.43e-1	0.0750	0.0013	rare	not_significant
Feature_0076	grouptreatment	1.034565	0.288320	3.5883	3.33e-4	3.17e-3	0.1750	0.0015	low	high
Feature_0077	grouptreatment	-4.383515	1.248630	-3.5107	4.47e-4	4.02e-3	0.1250	0.0011	low	high
Feature_0078	grouptreatment	1.934309	1.001545	1.9313	5.34e-2	1.57e-1	0.2250	0.0030	low	suggestive
Feature_0079	grouptreatment	0.327985	0.510486	0.6425	5.21e-1	7.15e-1	0.1500	0.0015	low	not_significant
Feature_0080	grouptreatment	1.553100	0.917624	1.6925	9.05e-2	2.26e-1	0.2000	0.0053	low	not_significant
Feature_0081	grouptreatment	1.024016	0.435382	2.3520	1.87e-2	7.38e-2	0.1750	0.0032	low	low
Feature_0082	grouptreatment	2.833643	0.902291	3.1405	1.69e-3	1.24e-2	0.1500	0.0038	low	moderate
Feature_0083	grouptreatment	0.829286	0.551284	1.5043	1.33e-1	2.82e-1	0.1500	0.0010	low	not_significant
Feature_0084	grouptreatment	1.439872	1.596673	0.9018	3.67e-1	5.66e-1	0.1500	0.0021	low	not_significant
Feature_0085	grouptreatment	2.286265	0.417989	5.4697	4.51e-8	1.83e-6	0.1500	0.0070	low	very_high
Feature_0086	grouptreatment	-0.900053	0.455166	-1.9774	4.80e-2	1.47e-1	0.1500	0.0047	low	suggestive
Feature_0087	grouptreatment	0.483699	0.590903	0.8186	4.13e-1	5.99e-1	0.1500	0.0009	low	not_significant
Feature_0088	grouptreatment	-3.758897	0.744392	-5.0496	4.43e-7	1.02e-5	0.1250	0.0008	low	very_high
Feature_0089	grouptreatment	16.130725	1730.334551	0.0093	9.93e-1	1.00e0	0.0750	0.0001	rare	not_significant
Feature_0090	grouptreatment	0.844231	0.465669	1.8129	6.98e-2	1.85e-1	0.1750	0.0016	low	suggestive
Feature_0091	grouptreatment	0.490915	0.465890	1.0537	2.92e-1	5.03e-1	0.2250	0.0016	low	not_significant
Feature_0092	grouptreatment	2.196831	0.662740	3.3148	9.17e-4	7.08e-3	0.1750	0.0101	low	high
Feature_0093	grouptreatment	2.637315	0.942418	2.7985	5.13e-3	2.60e-2	0.1000	0.0028	low	moderate
Feature_0094	grouptreatment	2.384570	1.814831	1.3139	1.89e-1	3.56e-1	0.1000	0.0003	low	not_significant
Feature_0096	grouptreatment	1.085415	0.424020	2.5598	1.05e-2	4.85e-2	0.1250	0.0005	low	moderate
Feature_0097	grouptreatment	1.143206	0.763089	1.4981	1.34e-1	2.82e-1	0.1000	0.0008	low	not_significant
Feature_0098	grouptreatment	-0.148323	0.566733	-0.2617	7.94e-1	9.74e-1	0.1000	0.0014	low	not_significant
Feature_0099	grouptreatment	0.152861	0.514955	0.2968	7.67e-1	9.55e-1	0.1500	0.0014	low	not_significant
Feature_0100	grouptreatment	0.601677	0.442025	1.3612	1.73e-1	3.31e-1	0.1750	0.0015	low	not_significant
Feature_0101	grouptreatment	1.754503	0.705415	2.4872	1.29e-2	5.57e-2	0.1250	0.0007	low	low
Feature_0102	grouptreatment	-1.560236	1.436882	-1.0858	2.78e-1	4.83e-1	0.1250	0.0008	low	not_significant
Feature_0103	grouptreatment	0.649616	0.461301	1.4082	1.59e-1	3.17e-1	0.1500	0.0018	low	not_significant
Feature_0104	grouptreatment	0.542896	0.624447	0.8694	3.85e-1	5.86e-1	0.1500	0.0013	low	not_significant
Feature_0105	grouptreatment	1.551945	0.780610	1.9881	4.68e-2	1.46e-1	0.1250	0.0009	low	suggestive
Feature_0106	grouptreatment	-0.135093	0.629925	-0.2145	8.30e-1	9.96e-1	0.0500	0.0001	rare	not_significant
Feature_0108	grouptreatment	1.059124	0.427804	2.4757	1.33e-2	5.57e-2	0.1500	0.0016	low	low
Feature_0109	grouptreatment	-0.538481	0.495425	-1.0869	2.77e-1	4.83e-1	0.1750	0.0015	low	not_significant
Feature_0110	grouptreatment	0.736476	0.659486	1.1167	2.64e-1	4.76e-1	0.1500	0.0012	low	not_significant
Feature_0111	grouptreatment	0.193172	0.847563	0.2279	8.20e-1	9.91e-1	0.0750	0.0005	rare	not_significant
Feature_0112	grouptreatment	0.512606	0.535890	0.9566	3.39e-1	5.50e-1	0.1250	0.0012	low	not_significant
Feature_0113	grouptreatment	3.693842	1.022095	3.6140	3.02e-4	3.05e-3	0.1500	0.0016	low	high
Feature_0114	grouptreatment	0.644399	0.745290	0.8646	3.87e-1	5.86e-1	0.1250	0.0004	low	not_significant
Feature_0115	grouptreatment	-1.464585	0.940662	-1.5570	1.19e-1	2.65e-1	0.1000	0.0011	low	not_significant
Feature_0116	grouptreatment	-0.335461	0.494362	-0.6786	4.97e-1	6.95e-1	0.2250	0.0016	low	not_significant
Feature_0117	grouptreatment	0.914267	0.493098	1.8541	6.37e-2	1.75e-1	0.2000	0.0011	low	suggestive
Feature_0118	grouptreatment	5.652527	0.764659	7.3922	1.44e-13	1.17e-11	0.1000	0.0032	low	very_high
Feature_0119	grouptreatment	-0.886701	0.556852	-1.5923	1.11e-1	2.54e-1	0.1250	0.0004	low	not_significant
Feature_0121	grouptreatment	17.102188	1701.202799	0.0101	9.92e-1	1.00e0	0.1000	0.0006	low	not_significant
Feature_0122	grouptreatment	-16.353008	2400.560559	-0.0068	9.95e-1	1.00e0	0.0500	0.0002	rare	not_significant
Feature_0123	grouptreatment	1.438638	0.604741	2.3789	1.74e-2	7.03e-2	0.2000	0.0009	low	low
Feature_0124	grouptreatment	-17.057425	2353.271941	-0.0072	9.94e-1	1.00e0	0.1000	0.0006	low	not_significant
Feature_0125	grouptreatment	3.375701	1.103820	3.0582	2.23e-3	1.39e-2	0.0750	0.0004	rare	moderate
Feature_0126	grouptreatment	-16.191104	2411.838006	-0.0067	9.95e-1	1.00e0	0.1250	0.0012	low	not_significant
Feature_0127	grouptreatment	1.087844	0.567766	1.9160	5.54e-2	1.58e-1	0.2500	0.0007	medium	suggestive
Feature_0128	grouptreatment	-3.513989	1.140383	-3.0814	2.06e-3	1.36e-2	0.0500	0.0001	rare	moderate
Feature_0130	grouptreatment	0.956533	0.818456	1.1687	2.43e-1	4.46e-1	0.1000	0.0004	low	not_significant
Feature_0131	grouptreatment	-0.187530	0.382166	-0.4907	6.24e-1	8.08e-1	0.2000	0.0011	low	not_significant
Feature_0132	grouptreatment	0.893605	0.571948	1.5624	1.18e-1	2.65e-1	0.1250	0.0006	low	not_significant
Feature_0133	grouptreatment	15.857195	1747.262827	0.0091	9.93e-1	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0134	grouptreatment	2.262401	0.914998	2.4726	1.34e-2	5.57e-2	0.1000	0.0005	low	low
Feature_0135	grouptreatment	0.466811	0.517110	0.9027	3.67e-1	5.66e-1	0.1750	0.0004	low	not_significant
Feature_0136	grouptreatment	-0.579589	0.705638	-0.8214	4.11e-1	5.99e-1	0.1250	0.0007	low	not_significant
Feature_0137	grouptreatment	0.906926	0.882437	1.0278	3.04e-1	5.13e-1	0.0500	0.0001	rare	not_significant
Feature_0138	grouptreatment	-3.352803	1.140942	-2.9386	3.30e-3	1.84e-2	0.1250	0.0010	low	moderate
Feature_0139	grouptreatment	-16.041525	2422.399706	-0.0066	9.95e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0140	grouptreatment	3.185932	1.091324	2.9193	3.51e-3	1.89e-2	0.0750	0.0001	rare	moderate
Feature_0142	grouptreatment	-16.353008	2400.560559	-0.0068	9.95e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0143	grouptreatment	0.337466	0.837138	0.4031	6.87e-1	8.64e-1	0.0750	0.0011	rare	not_significant
Feature_0144	grouptreatment	5.996448	1.609423	3.7258	1.95e-4	2.25e-3	0.1250	0.0028	low	high
Feature_0145	grouptreatment	1.071807	0.767521	1.3965	1.63e-1	3.17e-1	0.1000	0.0008	low	not_significant
Feature_0146	grouptreatment	5.245169	1.178043	4.4524	8.49e-6	1.25e-4	0.1500	0.0137	low	very_high
Feature_0147	grouptreatment	-15.498191	2461.964952	-0.0063	9.95e-1	1.00e0	0.0750	0.0001	rare	not_significant
Feature_0151	grouptreatment	2.435578	0.816779	2.9819	2.86e-3	1.66e-2	0.1250	0.0002	low	moderate
Feature_0154	grouptreatment	0.959428	0.878811	1.0917	2.75e-1	4.83e-1	0.1000	0.0004	low	not_significant
Feature_0155	grouptreatment	-2.612145	1.241765	-2.1036	3.54e-2	1.17e-1	0.0500	0.0001	rare	suggestive
Feature_0156	grouptreatment	0.000000	0.634129	0.0000	1.00e0	1.00e0	0.1500	0.0002	low	not_significant
Feature_0157	grouptreatment	2.020549	1.159338	1.7428	8.14e-2	2.13e-1	0.0750	0.0001	rare	not_significant
Feature_0158	grouptreatment	-0.906926	0.882437	-1.0278	3.04e-1	5.13e-1	0.0500	0.0001	rare	not_significant
Feature_0159	grouptreatment	3.354312	0.799942	4.1932	2.75e-5	3.71e-4	0.2000	0.0151	low	very_high
Feature_0160	grouptreatment	2.262401	0.914998	2.4726	1.34e-2	5.57e-2	0.1000	0.0001	low	low
Feature_0161	grouptreatment	0.920438	0.733484	1.2549	2.10e-1	3.90e-1	0.1000	0.0006	low	not_significant
Feature_0162	grouptreatment	0.269683	0.670877	0.4020	6.88e-1	8.64e-1	0.1750	0.0003	low	not_significant
Feature_0164	grouptreatment	0.621968	1.123513	0.5536	5.80e-1	7.58e-1	0.1250	0.0001	low	not_significant
Feature_0166	grouptreatment	-0.605497	1.047602	-0.5780	5.63e-1	7.54e-1	0.0500	0.0001	rare	not_significant
Feature_0168	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0169	grouptreatment	15.424581	1740.867900	0.0089	9.93e-1	1.00e0	0.1000	0.0005	low	not_significant
Feature_0170	grouptreatment	15.406484	1758.245648	0.0088	9.93e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0171	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0000	rare	not_significant
Feature_0172	grouptreatment	-16.057845	2421.240583	-0.0066	9.95e-1	1.00e0	0.0750	0.0001	rare	not_significant
Feature_0177	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0179	grouptreatment	3.513989	1.140383	3.0814	2.06e-3	1.36e-2	0.0500	0.0000	rare	moderate
Feature_0184	grouptreatment	16.742294	1715.895750	0.0098	9.92e-1	1.00e0	0.0750	0.0009	rare	not_significant
