feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
Feature_0132	grouptreatment	-0.022909	0.220349	-0.1040	9.18e-1	9.73e-1	0.1000	-0.1801	low	not_significant
Feature_0133	grouptreatment	0.222354	0.189896	1.1709	2.49e-1	9.29e-1	0.1250	-0.1673	low	not_significant
Feature_0134	grouptreatment	-0.118889	0.172797	-0.6880	4.96e-1	9.52e-1	0.1000	-0.2193	low	not_significant
Feature_0135	grouptreatment	-0.097789	0.233383	-0.4190	6.78e-1	9.52e-1	0.1500	-0.0877	low	not_significant
Feature_0136	grouptreatment	0.075132	0.197242	0.3809	7.05e-1	9.52e-1	0.1250	-0.1910	low	not_significant
Feature_0137	grouptreatment	0.184247	0.122754	1.5009	1.42e-1	9.29e-1	0.0750	-0.2836	rare	not_significant
Feature_0138	grouptreatment	-0.086193	0.174933	-0.4927	6.25e-1	9.52e-1	0.0750	-0.2357	rare	not_significant
Feature_0139	grouptreatment	-0.022909	0.092506	-0.2477	8.06e-1	9.61e-1	0.0500	-0.3323	rare	not_significant
Feature_0140	grouptreatment	-0.200677	0.134948	-1.4871	1.45e-1	9.29e-1	0.0500	-0.2983	rare	not_significant
Feature_0141	grouptreatment	0.247896	0.146942	1.6870	9.98e-2	9.29e-1	0.0750	-0.2518	rare	not_significant
Feature_0142	grouptreatment	0.362421	0.187385	1.9341	6.06e-2	9.29e-1	0.1000	-0.1946	low	not_significant
Feature_0143	grouptreatment	-0.052299	0.119744	-0.4368	6.65e-1	9.52e-1	0.0750	-0.2921	rare	not_significant
Feature_0144	grouptreatment	-0.109639	0.255513	-0.4291	6.70e-1	9.52e-1	0.2250	0.0213	low	not_significant
Feature_0145	grouptreatment	-0.087874	0.231893	-0.3789	7.07e-1	9.52e-1	0.2000	-0.0377	low	not_significant
Feature_0149	grouptreatment	0.167424	0.167891	0.9972	3.25e-1	9.29e-1	0.1250	-0.1948	low	not_significant
Feature_0150	grouptreatment	-0.145746	0.135804	-1.0732	2.90e-1	9.29e-1	0.0750	-0.2709	rare	not_significant
Feature_0152	grouptreatment	-0.245042	0.155632	-1.5745	1.24e-1	9.29e-1	0.0500	-0.2762	rare	not_significant
Feature_0153	grouptreatment	-0.077840	0.165935	-0.4691	6.42e-1	9.52e-1	0.1000	-0.2244	low	not_significant
Feature_0154	grouptreatment	0.057563	0.128200	0.4490	6.56e-1	9.52e-1	0.0750	-0.2665	rare	not_significant
Feature_0155	grouptreatment	0.057563	0.139629	0.4123	6.82e-1	9.52e-1	0.0750	-0.2665	rare	not_significant
Feature_0156	grouptreatment	0.032021	0.122841	0.2607	7.96e-1	9.61e-1	0.0500	-0.3048	rare	not_significant
Feature_0157	grouptreatment	0.048845	0.212945	0.2294	8.20e-1	9.61e-1	0.1750	-0.1061	low	not_significant
Feature_0158	grouptreatment	-0.187701	0.162864	-1.1525	2.56e-1	9.29e-1	0.1000	-0.2244	low	not_significant
Feature_0159	grouptreatment	0.108645	0.187366	0.5799	5.65e-1	9.52e-1	0.1500	-0.1567	low	not_significant
Feature_0160	grouptreatment	-0.077840	0.139944	-0.5562	5.81e-1	9.52e-1	0.0750	-0.2625	rare	not_significant
Feature_0161	grouptreatment	0.002632	0.125542	0.0210	9.83e-1	9.92e-1	0.1000	-0.2646	low	not_significant
Feature_0163	grouptreatment	0.112493	0.135699	0.8290	4.12e-1	9.52e-1	0.1000	-0.2646	low	not_significant
Feature_0165	grouptreatment	-0.183853	0.108231	-1.6987	9.75e-2	9.29e-1	0.0500	-0.3067	rare	not_significant
Feature_0166	grouptreatment	-0.015754	0.150239	-0.1049	9.17e-1	9.73e-1	0.0750	-0.2554	rare	not_significant
Feature_0167	grouptreatment	-0.048451	0.096731	-0.5009	6.19e-1	9.52e-1	0.0500	-0.3195	rare	not_significant
Feature_0168	grouptreatment	0.086952	0.096420	0.9018	3.73e-1	9.52e-1	0.0500	-0.3323	rare	not_significant
Feature_0170	grouptreatment	-0.022909	0.130177	-0.1760	8.61e-1	9.73e-1	0.1000	-0.2518	low	not_significant
Feature_0171	grouptreatment	-0.115947	0.136019	-0.8524	3.99e-1	9.52e-1	0.1000	-0.2434	low	not_significant
Feature_0172	grouptreatment	0.086952	0.078038	1.1142	2.72e-1	9.29e-1	0.0500	-0.3323	rare	not_significant
Feature_0174	grouptreatment	0.086952	0.083876	1.0367	3.06e-1	9.29e-1	0.0500	-0.3323	rare	not_significant
Feature_0176	grouptreatment	-0.022909	0.086974	-0.2634	7.94e-1	9.61e-1	0.0500	-0.3323	rare	not_significant
Feature_0179	grouptreatment	0.086952	0.081613	1.0654	2.93e-1	9.29e-1	0.0500	-0.3323	rare	not_significant
Feature_0181	grouptreatment	0.074386	0.122768	0.6059	5.48e-1	9.52e-1	0.0750	-0.2836	rare	not_significant
Feature_0184	grouptreatment	-0.022909	0.076326	-0.3002	7.66e-1	9.57e-1	0.0500	-0.3323	rare	not_significant
