feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
Feature_0044	grouptreatment	1.900742	0.870755	2.1829	2.90e-2	1.37e-1	0.1250	0.0026	low	suggestive
Feature_0045	grouptreatment	1.474609	0.423416	3.4826	4.96e-4	6.09e-3	0.2000	0.0050	low	high
Feature_0046	grouptreatment	0.430722	0.669881	0.6430	5.20e-1	8.39e-1	0.2250	0.0138	low	not_significant
Feature_0047	grouptreatment	1.165416	0.379744	3.0690	2.15e-3	1.61e-2	0.1500	0.0043	low	moderate
Feature_0048	grouptreatment	0.524901	0.967870	0.5423	5.88e-1	8.81e-1	0.1000	0.0041	low	not_significant
Feature_0049	grouptreatment	0.543820	0.753547	0.7217	4.70e-1	8.00e-1	0.1000	0.0040	low	not_significant
Feature_0050	grouptreatment	-0.279035	0.750559	-0.3718	7.10e-1	9.93e-1	0.1500	0.0019	low	not_significant
Feature_0051	grouptreatment	1.636824	0.786547	2.0810	3.74e-2	1.55e-1	0.1250	0.0020	low	suggestive
Feature_0052	grouptreatment	0.089302	0.820169	0.1089	9.13e-1	1.00e0	0.1250	0.0054	low	not_significant
Feature_0053	grouptreatment	0.124179	0.553713	0.2243	8.23e-1	1.00e0	0.1500	0.0042	low	not_significant
Feature_0054	grouptreatment	0.141055	0.576571	0.2446	8.07e-1	1.00e0	0.2000	0.0048	low	not_significant
Feature_0055	grouptreatment	-0.041131	0.460840	-0.0893	9.29e-1	1.00e0	0.1500	0.0023	low	not_significant
Feature_0056	grouptreatment	0.105355	1.154329	0.0913	9.27e-1	1.00e0	0.1000	0.0014	low	not_significant
Feature_0057	grouptreatment	-1.981028	0.967802	-2.0469	4.07e-2	1.55e-1	0.1250	0.0033	low	suggestive
Feature_0058	grouptreatment	0.675064	0.389376	1.7337	8.30e-2	2.49e-1	0.1250	0.0019	low	not_significant
Feature_0059	grouptreatment	-0.925194	0.886359	-1.0438	2.97e-1	5.97e-1	0.1250	0.0010	low	not_significant
Feature_0060	grouptreatment	-0.247981	0.436446	-0.5682	5.70e-1	8.73e-1	0.1000	0.0059	low	not_significant
Feature_0061	grouptreatment	-0.856714	0.577066	-1.4846	1.38e-1	3.49e-1	0.2750	0.0089	medium	not_significant
Feature_0062	grouptreatment	2.316992	0.520021	4.4556	8.37e-6	1.73e-4	0.2250	0.0056	low	very_high
Feature_0063	grouptreatment	0.562268	0.294625	1.9084	5.63e-2	1.86e-1	0.1250	0.0037	low	suggestive
Feature_0064	grouptreatment	-0.339696	0.649590	-0.5229	6.01e-1	8.85e-1	0.1500	0.0013	low	not_significant
Feature_0065	grouptreatment	0.743053	0.661575	1.1232	2.61e-1	5.46e-1	0.1750	0.0026	low	not_significant
Feature_0066	grouptreatment	-0.068994	0.345572	-0.1997	8.42e-1	1.00e0	0.0750	0.0014	rare	not_significant
Feature_0067	grouptreatment	0.684900	0.595921	1.1493	2.50e-1	5.40e-1	0.1750	0.0032	low	not_significant
Feature_0068	grouptreatment	-3.513989	1.140383	-3.0814	2.06e-3	1.61e-2	0.0500	0.0002	rare	moderate
Feature_0069	grouptreatment	0.412126	0.540646	0.7623	4.46e-1	7.91e-1	0.2000	0.0061	low	not_significant
Feature_0070	grouptreatment	-1.283453	0.698660	-1.8370	6.62e-2	2.07e-1	0.2250	0.0049	low	not_significant
Feature_0071	grouptreatment	-0.042603	0.469812	-0.0907	9.28e-1	1.00e0	0.0750	0.0033	rare	not_significant
Feature_0072	grouptreatment	-2.143185	1.121915	-1.9103	5.61e-2	1.86e-1	0.2000	0.0040	low	suggestive
Feature_0073	grouptreatment	17.864185	1691.377159	0.0106	9.92e-1	1.00e0	0.0750	0.0025	rare	not_significant
Feature_0074	grouptreatment	0.679814	0.408013	1.6662	9.57e-2	2.77e-1	0.1500	0.0016	low	not_significant
Feature_0075	grouptreatment	-0.571967	0.704240	-0.8122	4.17e-1	7.56e-1	0.2250	0.0040	low	not_significant
Feature_0076	grouptreatment	-0.012800	0.417753	-0.0306	9.76e-1	1.00e0	0.3000	0.0040	medium	not_significant
Feature_0077	grouptreatment	0.708607	0.799681	0.8861	3.76e-1	6.96e-1	0.1500	0.0027	low	not_significant
Feature_0078	grouptreatment	1.152317	0.453312	2.5420	1.10e-2	6.50e-2	0.1500	0.0043	low	low
Feature_0079	grouptreatment	-0.177034	0.743297	-0.2382	8.12e-1	1.00e0	0.2000	0.0035	low	not_significant
Feature_0080	grouptreatment	0.334062	0.724440	0.4611	6.45e-1	9.41e-1	0.1000	0.0021	low	not_significant
Feature_0081	grouptreatment	0.882126	0.912129	0.9671	3.33e-1	6.40e-1	0.2000	0.0033	low	not_significant
Feature_0082	grouptreatment	1.579644	0.767600	2.0579	3.96e-2	1.55e-1	0.1500	0.0024	low	suggestive
Feature_0083	grouptreatment	-0.400142	0.549188	-0.7286	4.66e-1	8.00e-1	0.2250	0.0020	low	not_significant
Feature_0084	grouptreatment	0.602706	0.544888	1.1061	2.69e-1	5.54e-1	0.1000	0.0011	low	not_significant
Feature_0085	grouptreatment	-3.832939	1.686863	-2.2722	2.31e-2	1.15e-1	0.0750	0.0007	rare	suggestive
Feature_0086	grouptreatment	18.110929	1674.206490	0.0108	9.91e-1	1.00e0	0.1250	0.0016	low	not_significant
Feature_0087	grouptreatment	0.328823	0.783948	0.4194	6.75e-1	9.52e-1	0.0750	0.0009	rare	not_significant
Feature_0088	grouptreatment	-0.099614	0.414616	-0.2403	8.10e-1	1.00e0	0.2000	0.0017	low	not_significant
Feature_0089	grouptreatment	2.191659	1.058671	2.0702	3.84e-2	1.55e-1	0.1500	0.0015	low	suggestive
Feature_0090	grouptreatment	-1.354593	1.342774	-1.0088	3.13e-1	6.22e-1	0.1250	0.0008	low	not_significant
Feature_0091	grouptreatment	-0.328883	0.619249	-0.5311	5.95e-1	8.85e-1	0.1750	0.0016	low	not_significant
Feature_0092	grouptreatment	16.342667	1725.343204	0.0095	9.92e-1	1.00e0	0.0750	0.0004	rare	not_significant
Feature_0093	grouptreatment	0.772346	0.633955	1.2183	2.23e-1	4.92e-1	0.1500	0.0026	low	not_significant
Feature_0094	grouptreatment	3.614138	1.044343	3.4607	5.39e-4	6.09e-3	0.1000	0.0007	low	high
Feature_0095	grouptreatment	-0.071464	0.577024	-0.1238	9.01e-1	1.00e0	0.1000	0.0015	low	not_significant
Feature_0096	grouptreatment	-0.487014	0.427953	-1.1380	2.55e-1	5.40e-1	0.1500	0.0008	low	not_significant
Feature_0097	grouptreatment	1.123104	0.922998	1.2168	2.24e-1	4.92e-1	0.1500	0.0022	low	not_significant
Feature_0098	grouptreatment	0.439365	0.689299	0.6374	5.24e-1	8.39e-1	0.1000	0.0006	low	not_significant
Feature_0099	grouptreatment	17.394987	1683.539773	0.0103	9.92e-1	1.00e0	0.1750	0.0015	low	not_significant
Feature_0100	grouptreatment	-3.465058	1.623456	-2.1344	3.28e-2	1.50e-1	0.0750	0.0004	rare	suggestive
Feature_0101	grouptreatment	0.550281	0.975465	0.5641	5.73e-1	8.73e-1	0.2500	0.0030	medium	not_significant
Feature_0102	grouptreatment	2.331021	0.673786	3.4596	5.41e-4	6.09e-3	0.1500	0.0013	low	high
Feature_0104	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0105	grouptreatment	-0.230128	0.890808	-0.2583	7.96e-1	1.00e0	0.1000	0.0012	low	not_significant
Feature_0106	grouptreatment	-0.061073	0.836273	-0.0730	9.42e-1	1.00e0	0.1500	0.0016	low	not_significant
Feature_0108	grouptreatment	0.266062	0.628733	0.4232	6.72e-1	9.52e-1	0.2000	0.0022	low	not_significant
Feature_0110	grouptreatment	-0.441380	0.497164	-0.8878	3.75e-1	6.96e-1	0.1250	0.0017	low	not_significant
Feature_0111	grouptreatment	4.887892	1.231666	3.9685	7.23e-5	1.33e-3	0.0500	0.0001	rare	high
Feature_0112	grouptreatment	0.210643	0.698042	0.3018	7.63e-1	1.00e0	0.1750	0.0023	low	not_significant
Feature_0113	grouptreatment	0.230503	0.538888	0.4277	6.69e-1	9.52e-1	0.1250	0.0005	low	not_significant
Feature_0114	grouptreatment	0.366069	0.501609	0.7298	4.66e-1	8.00e-1	0.1500	0.0007	low	not_significant
Feature_0115	grouptreatment	-3.503398	0.766631	-4.5699	4.88e-6	1.15e-4	0.1250	0.0014	low	very_high
Feature_0116	grouptreatment	1.595226	1.181685	1.3500	1.77e-1	4.06e-1	0.1500	0.0005	low	not_significant
Feature_0117	grouptreatment	0.440362	0.444870	0.9899	3.22e-1	6.26e-1	0.1750	0.0016	low	not_significant
Feature_0118	grouptreatment	-3.774489	1.174112	-3.2148	1.31e-3	1.20e-2	0.0500	0.0001	rare	moderate
Feature_0120	grouptreatment	-1.078041	0.669307	-1.6107	1.07e-1	2.98e-1	0.1500	0.0008	low	not_significant
Feature_0121	grouptreatment	15.981461	1733.749255	0.0092	9.93e-1	1.00e0	0.0750	0.0004	rare	not_significant
Feature_0122	grouptreatment	1.238573	0.607342	2.0393	4.14e-2	1.55e-1	0.1250	0.0010	low	suggestive
Feature_0123	grouptreatment	0.699693	0.522397	1.3394	1.80e-1	4.08e-1	0.1500	0.0006	low	not_significant
Feature_0124	grouptreatment	1.107451	0.618281	1.7912	7.33e-2	2.24e-1	0.1250	0.0012	low	not_significant
Feature_0125	grouptreatment	0.394997	0.587917	0.6719	5.02e-1	8.22e-1	0.1750	0.0007	low	not_significant
Feature_0126	grouptreatment	3.133554	0.895301	3.5000	4.65e-4	6.09e-3	0.1250	0.0006	low	high
Feature_0128	grouptreatment	16.289470	1726.427698	0.0094	9.92e-1	1.00e0	0.0750	0.0002	rare	not_significant
Feature_0129	grouptreatment	3.329273	1.343421	2.4782	1.32e-2	7.51e-2	0.1000	0.0009	low	low
Feature_0130	grouptreatment	-0.426154	0.614804	-0.6932	4.88e-1	8.15e-1	0.1500	0.0011	low	not_significant
Feature_0131	grouptreatment	1.343989	1.351965	0.9941	3.20e-1	6.26e-1	0.1500	0.0002	low	not_significant
Feature_0132	grouptreatment	0.540397	0.781143	0.6918	4.89e-1	8.15e-1	0.1000	0.0007	low	not_significant
Feature_0133	grouptreatment	-0.000000	0.970347	-0.0000	1.00e0	1.00e0	0.1250	0.0003	low	not_significant
Feature_0134	grouptreatment	1.639999	0.894051	1.8343	6.66e-2	2.07e-1	0.1000	0.0002	low	not_significant
Feature_0135	grouptreatment	-0.643332	0.447681	-1.4370	1.51e-1	3.71e-1	0.1500	0.0007	low	not_significant
Feature_0136	grouptreatment	-3.221922	0.870980	-3.6992	2.16e-4	3.57e-3	0.1250	0.0011	low	high
Feature_0137	grouptreatment	15.091605	1756.148321	0.0086	9.93e-1	1.00e0	0.0750	0.0003	rare	not_significant
Feature_0138	grouptreatment	0.389668	0.632901	0.6157	5.38e-1	8.54e-1	0.0750	0.0005	rare	not_significant
Feature_0139	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0140	grouptreatment	-16.301687	2404.118203	-0.0068	9.95e-1	1.00e0	0.0500	0.0002	rare	not_significant
Feature_0141	grouptreatment	16.144249	1729.847470	0.0093	9.93e-1	1.00e0	0.0750	0.0005	rare	not_significant
Feature_0142	grouptreatment	16.589378	1712.861283	0.0097	9.92e-1	1.00e0	0.1000	0.0005	low	not_significant
Feature_0143	grouptreatment	2.420655	1.033045	2.3432	1.91e-2	1.03e-1	0.0750	0.0004	rare	suggestive
Feature_0144	grouptreatment	-0.168526	0.553535	-0.3045	7.61e-1	1.00e0	0.2250	0.0011	low	not_significant
Feature_0145	grouptreatment	-0.483328	0.440733	-1.0966	2.73e-1	5.56e-1	0.2000	0.0010	low	not_significant
Feature_0149	grouptreatment	-0.831207	0.726119	-1.1447	2.52e-1	5.40e-1	0.1250	0.0003	low	not_significant
Feature_0150	grouptreatment	-2.945489	1.126926	-2.6137	8.96e-3	5.68e-2	0.0750	0.0003	rare	low
Feature_0152	grouptreatment	-17.016791	2355.924286	-0.0072	9.94e-1	1.00e0	0.0500	0.0005	rare	not_significant
Feature_0153	grouptreatment	-1.780114	1.306664	-1.3623	1.73e-1	4.02e-1	0.1000	0.0004	low	not_significant
Feature_0154	grouptreatment	0.000382	0.938947	0.0004	1.00e0	1.00e0	0.0750	0.0002	rare	not_significant
Feature_0155	grouptreatment	0.000382	0.938947	0.0004	1.00e0	1.00e0	0.0750	0.0002	rare	not_significant
Feature_0156	grouptreatment	3.513989	1.140383	3.0814	2.06e-3	1.61e-2	0.0500	0.0003	rare	moderate
Feature_0157	grouptreatment	2.160815	0.625727	3.4533	5.54e-4	6.09e-3	0.1750	0.0013	low	high
Feature_0158	grouptreatment	-0.748115	1.339221	-0.5586	5.76e-1	8.73e-1	0.1000	0.0002	low	not_significant
Feature_0159	grouptreatment	2.099069	1.089278	1.9270	5.40e-2	1.86e-1	0.1500	0.0002	low	suggestive
Feature_0160	grouptreatment	0.580901	0.797961	0.7280	4.67e-1	8.00e-1	0.0750	0.0002	rare	not_significant
Feature_0161	grouptreatment	1.839701	0.918042	2.0039	4.51e-2	1.65e-1	0.1000	0.0003	low	suggestive
Feature_0163	grouptreatment	1.690072	1.117415	1.5125	1.30e-1	3.36e-1	0.1000	0.0004	low	not_significant
Feature_0165	grouptreatment	-16.043873	2422.232879	-0.0066	9.95e-1	1.00e0	0.0500	0.0002	rare	not_significant
Feature_0166	grouptreatment	-2.154737	1.017186	-2.1183	3.41e-2	1.52e-1	0.0750	0.0002	rare	suggestive
Feature_0167	grouptreatment	-2.612145	1.241765	-2.1036	3.54e-2	1.54e-1	0.0500	0.0001	rare	suggestive
Feature_0168	grouptreatment	13.010295	1825.624905	0.0071	9.94e-1	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0170	grouptreatment	0.000000	0.827145	0.0000	1.00e0	1.00e0	0.1000	0.0002	low	not_significant
Feature_0171	grouptreatment	1.555732	0.792178	1.9639	4.95e-2	1.78e-1	0.1000	0.0002	low	suggestive
Feature_0172	grouptreatment	13.010295	1825.624884	0.0071	9.94e-1	1.00e0	0.0500	0.0000	rare	not_significant
Feature_0174	grouptreatment	13.010295	1825.624899	0.0071	9.94e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0176	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0179	grouptreatment	13.010295	1825.624905	0.0071	9.94e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0181	grouptreatment	2.609741	1.120987	2.3281	1.99e-2	1.03e-1	0.0750	0.0002	rare	suggestive
Feature_0184	grouptreatment	-0.000000	1.419398	-0.0000	1.00e0	1.00e0	0.0500	0.0000	rare	not_significant
