feature_id	coefficient	estimate	std_error	statistic	p_value	q_value	prevalence	mean_abundance	prevalence_tier	confidence
Feature_0098	grouptreatment	-0.143101	0.855900	-0.1672	8.67e-1	1.00e0	0.1000	0.0014	low	not_significant
Feature_0099	grouptreatment	0.826679	0.723706	1.1423	2.53e-1	8.59e-1	0.1500	0.0014	low	not_significant
Feature_0100	grouptreatment	0.832909	0.730768	1.1398	2.54e-1	8.59e-1	0.1750	0.0015	low	not_significant
Feature_0101	grouptreatment	0.251314	1.030180	0.2440	8.07e-1	1.00e0	0.1250	0.0007	low	not_significant
Feature_0102	grouptreatment	-2.302585	1.014889	-2.2688	2.33e-2	2.36e-1	0.1250	0.0008	low	not_significant
Feature_0103	grouptreatment	0.624154	0.821946	0.7594	4.48e-1	1.00e0	0.1500	0.0018	low	not_significant
Feature_0104	grouptreatment	0.479573	0.878300	0.5460	5.85e-1	1.00e0	0.1500	0.0013	low	not_significant
Feature_0105	grouptreatment	2.674149	0.945087	2.8295	4.66e-3	1.08e-1	0.1250	0.0009	low	suggestive
Feature_0106	grouptreatment	-0.133531	0.938273	-0.1423	8.87e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0108	grouptreatment	-0.559616	1.041462	-0.5373	5.91e-1	1.00e0	0.1500	0.0016	low	not_significant
Feature_0109	grouptreatment	-1.417066	0.734538	-1.9292	5.37e-2	3.35e-1	0.1750	0.0015	low	not_significant
Feature_0110	grouptreatment	2.302585	0.878920	2.6198	8.80e-3	1.58e-1	0.1500	0.0012	low	suggestive
Feature_0111	grouptreatment	0.847298	0.874915	0.9684	3.33e-1	9.60e-1	0.0750	0.0005	rare	not_significant
Feature_0112	grouptreatment	0.897942	0.915238	0.9811	3.27e-1	9.60e-1	0.1250	0.0012	low	not_significant
Feature_0113	grouptreatment	3.135494	1.099802	2.8510	4.36e-3	1.08e-1	0.1500	0.0016	low	suggestive
Feature_0114	grouptreatment	0.105361	0.810521	0.1300	8.97e-1	1.00e0	0.1250	0.0004	low	not_significant
Feature_0115	grouptreatment	-1.299283	1.263333	-1.0285	3.04e-1	9.60e-1	0.1000	0.0011	low	not_significant
Feature_0116	grouptreatment	0.955511	0.733799	1.3021	1.93e-1	7.83e-1	0.2250	0.0016	low	not_significant
Feature_0117	grouptreatment	0.302281	0.806146	0.3750	7.08e-1	1.00e0	0.2000	0.0011	low	not_significant
Feature_0118	grouptreatment	3.663562	1.514883	2.4184	1.56e-2	1.94e-1	0.1000	0.0032	low	suggestive
Feature_0119	grouptreatment	-1.163151	0.721976	-1.6111	1.07e-1	5.43e-1	0.1250	0.0004	low	not_significant
Feature_0121	grouptreatment	24.248995	22360.680111	0.0011	9.99e-1	1.00e0	0.1000	0.0006	low	not_significant
Feature_0122	grouptreatment	-22.821878	22360.679781	-0.0010	9.99e-1	1.00e0	0.0500	0.0002	rare	not_significant
Feature_0123	grouptreatment	0.944462	0.671559	1.4064	1.60e-1	7.18e-1	0.2000	0.0009	low	not_significant
Feature_0124	grouptreatment	-23.515025	22360.679779	-0.0011	9.99e-1	1.00e0	0.1000	0.0006	low	not_significant
Feature_0125	grouptreatment	1.945910	1.131371	1.7200	8.54e-2	4.77e-1	0.0750	0.0004	rare	not_significant
Feature_0126	grouptreatment	-23.802707	22360.679782	-0.0011	9.99e-1	1.00e0	0.1250	0.0012	low	not_significant
Feature_0127	grouptreatment	1.321756	0.600694	2.2004	2.78e-2	2.36e-1	0.2500	0.0007	medium	not_significant
Feature_0128	grouptreatment	-1.386294	1.177922	-1.1769	2.39e-1	8.43e-1	0.0500	0.0001	rare	not_significant
Feature_0130	grouptreatment	-0.510826	0.808290	-0.6320	5.27e-1	1.00e0	0.1000	0.0004	low	not_significant
Feature_0131	grouptreatment	-0.171850	0.690156	-0.2490	8.03e-1	1.00e0	0.2000	0.0011	low	not_significant
Feature_0132	grouptreatment	1.163151	0.764035	1.5224	1.28e-1	6.09e-1	0.1250	0.0006	low	not_significant
Feature_0133	grouptreatment	22.976030	22360.680289	0.0010	9.99e-1	1.00e0	0.0500	0.0003	rare	not_significant
Feature_0134	grouptreatment	-0.405465	0.933185	-0.4345	6.64e-1	1.00e0	0.1000	0.0005	low	not_significant
Feature_0135	grouptreatment	0.606136	0.632396	0.9585	3.38e-1	9.60e-1	0.1750	0.0004	low	not_significant
Feature_0136	grouptreatment	0.980829	0.770281	1.2733	2.03e-1	7.92e-1	0.1250	0.0007	low	not_significant
Feature_0137	grouptreatment	0.693147	0.966954	0.7168	4.73e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0138	grouptreatment	-2.708050	1.104536	-2.4518	1.42e-2	1.94e-1	0.1250	0.0010	low	suggestive
Feature_0139	grouptreatment	-22.416413	22360.679781	-0.0010	9.99e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0140	grouptreatment	1.791759	1.125093	1.5925	1.11e-1	5.46e-1	0.0750	0.0001	rare	not_significant
Feature_0142	grouptreatment	-22.821878	22360.679781	-0.0010	9.99e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0143	grouptreatment	0.916291	0.923309	0.9924	3.21e-1	9.60e-1	0.0750	0.0011	rare	not_significant
Feature_0144	grouptreatment	5.424950	2.447700	2.2163	2.67e-2	2.36e-1	0.1250	0.0028	low	not_significant
Feature_0145	grouptreatment	1.945910	0.900000	2.1621	3.06e-2	2.36e-1	0.1000	0.0008	low	not_significant
Feature_0146	grouptreatment	4.564348	1.431855	3.1877	1.43e-3	1.08e-1	0.1500	0.0137	low	suggestive
Feature_0147	grouptreatment	-22.416413	22360.679781	-0.0010	9.99e-1	1.00e0	0.0750	0.0001	rare	not_significant
Feature_0151	grouptreatment	1.098612	0.844591	1.3008	1.93e-1	7.83e-1	0.1250	0.0002	low	not_significant
Feature_0154	grouptreatment	1.791759	0.907377	1.9747	4.83e-2	3.17e-1	0.1000	0.0004	low	not_significant
Feature_0155	grouptreatment	-0.693147	1.241974	-0.5581	5.77e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0156	grouptreatment	0.000000	0.689202	0.0000	1.00e0	1.00e0	0.1500	0.0002	low	not_significant
Feature_0157	grouptreatment	1.098612	1.164760	0.9432	3.46e-1	9.65e-1	0.0750	0.0001	rare	not_significant
Feature_0158	grouptreatment	-0.693147	0.966954	-0.7168	4.73e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0159	grouptreatment	3.455265	1.121364	3.0813	2.06e-3	1.08e-1	0.2000	0.0151	low	suggestive
Feature_0160	grouptreatment	-0.405465	0.933185	-0.4345	6.64e-1	1.00e0	0.1000	0.0001	low	not_significant
Feature_0161	grouptreatment	-0.510826	0.820569	-0.6225	5.34e-1	1.00e0	0.1000	0.0006	low	not_significant
Feature_0162	grouptreatment	-0.223144	0.687386	-0.3246	7.45e-1	1.00e0	0.1750	0.0003	low	not_significant
Feature_0164	grouptreatment	1.386294	1.118034	1.2399	2.15e-1	7.92e-1	0.1250	0.0001	low	not_significant
Feature_0166	grouptreatment	-0.405465	0.985309	-0.4115	6.81e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0168	grouptreatment	0.000000	1.414214	0.0000	1.00e0	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0169	grouptreatment	22.821866	22360.674075	0.0010	9.99e-1	1.00e0	0.1000	0.0005	low	not_significant
Feature_0170	grouptreatment	22.416416	22360.681248	0.0010	9.99e-1	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0171	grouptreatment	0.000000	1.414214	0.0000	1.00e0	1.00e0	0.0500	0.0000	rare	not_significant
Feature_0172	grouptreatment	-22.639557	22360.679779	-0.0010	9.99e-1	1.00e0	0.0750	0.0001	rare	not_significant
Feature_0177	grouptreatment	0.000000	1.414214	0.0000	1.00e0	1.00e0	0.0500	0.0001	rare	not_significant
Feature_0179	grouptreatment	1.386294	1.177922	1.1769	2.39e-1	8.43e-1	0.0500	0.0000	rare	not_significant
Feature_0184	grouptreatment	23.669175	22360.683038	0.0011	9.99e-1	1.00e0	0.0750	0.0009	rare	not_significant
